DOI/PMID,Cost type,Cost (€),Article title,Journal title,Publisher,Year of publication,Open Access,Notes
10.1021/nn401487m,Hybrid Open Access," € 2,050.96 ",Self-Assembly of Heterogeneously Charged Particles under Confinement.,ACS Nano,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.jtbi.2013.03.025,Hybrid Open Access," € 1,962.59 ",Self-extinction through optimizing selection.,Journal of Theoretical Biology,ELSEVIER,2013,OA,
10.1016/j.cag.2011.10.006,Hybrid Open Access," € 2,709.03 ",Semantics by analogy for illustrative volume visualization.,Computers and Graphics,ELSEVIER,2012,OA,
10.2138/am.2012.4189,Hybrid Open Access," € 1,533.02 ",Semi-quantitative determination of the Fe/Mg ratio in synthetic cordierite using Raman spectroscopy.,American Mineralogist,MINERALOGICAL SOCIETY OF AMERICA,2012,OA,
10.1016/j.sna.2012.02.050,Hybrid Open Access," € 1,354.52 ",Sensing the characteristic acoustic impedance of a fluid utilizing acoustic pressure waves.,"Sensors and Actuators, A: Physical",ELSEVIER,2012,OA,
10.1371/journal.pone.0080038,Gold Open Access," € 1,043.11 ",Sensitivity of Aspergillus nidulans to the Cellulose Synthase Inhibitor Dichlobenil: Insights from Wall-Related Genes’ Expression and Ultrastructural Hyphal Morphologies.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1002/elps.201300151,Hybrid Open Access," € 2,700.00 ",Separation and characterization of nitrated variants of the major birch pollen allergen by CZE-ESI-qTOF MS.,Electrophoresis,WILEY-BLACKWELL,2013,OA,
10.1007/s11083-012-9282-0,Hybrid Open Access," € 2,380.00 ",Sequences of Commutator Operations.,Order,SPRINGER VERLAG,2013,OA,
10.1016/j.celrep.2012.06.012,Gold Open Access," € 4,573.87 ",SERF Protein Is a Direct Modifier of Amyloid Fiber Assembly.,CELL REPORTS,ELSEVIER,2012,OA,
10.1016/j.cardfail.2011.11.003,Hybrid Open Access," € 2,979.94 ",Serum Glutathione S-Transferase P1 1 in Prediction of Cardiac Function.,Journal of Cardiac Failure,ELSEVIER,2012,OA,
10.1371/journal.pone.0066300,Gold Open Access," € 1,276.03 ",Sesquiterpene Lactones Downregulate G2/M Cell Cycle Regulator Proteins and Affect the Invasive Potential of Human Soft Tissue Sarcoma Cells.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1016/j.jalgebra.2013.05.016,Hybrid Open Access," € 1,338.13 ",Sets of lengths in maximal orders in central simple algebras.,Journal of Algebra,ELSEVIER,2013,OA,
10.1016/j.paid.2013.06.007,Hybrid Open Access," € 1,605.75 ",Sex differences in neural efficiency: Are they due to the stereotype threat effect?,Personality and Individual Differences,ELSEVIER,2013,OA,
10.1016/j.polymer.2013.05.055,Hybrid Open Access," € 2,230.21 ","Shielding effects in polymer–polymer reactions. V. Concentration dependence of contact formation between star-branched and linear chains. Polymer, Volume 54, Issue 16, 19 July 2013, Pages 4183–4193
doi: 10.1016/j.polymer.2013.05.055",Polymer,ELSEVIER,2013,OA,
10.1007/s10562-012-0955-5,Hybrid Open Access," € 2,380.00 ","Silicon Oxide Surface Segregation in CO Oxidation on Pd: An in situ PEEM, MS and XPS Study.",Catalysis Letters,SPRINGER VERLAG,2013,OA,
10.1021/pr300163u,Hybrid Open Access," € 2,033.25 ",SIMPATIQCO: A Server-Based Software Suite Which Facilitates Monitoring the Time Course of LC–MS Performance Metrics on Orbitrap Instruments.,Journal of Proteome Research,AMERICAN CHEMICAL SOCIETY (ACS),2012,OA,
10.1002/anie.201300129,Hybrid Open Access," € 3,360.00 ",Simplifying Proton NMR Spectra by Instant Homonuclear Broadband Decoupling.,Angewandte Chemie - International Edition,WILEY-BLACKWELL,2013,OA,
10.1021/jp302428b,Hybrid Open Access," € 2,058.62 ",Simulation of Forces between Humid Amorphous Silica Surfaces: A Comparison of Empirical Atomistic Force Fields.,Journal of Physical Chemistry C,AMERICAN CHEMICAL SOCIETY (ACS),2012,OA,
10.1016/j.ijheatmasstransfer.2013.08.079,Hybrid Open Access," € 3,088.44 ",Simulation of macrosegregation in a 2.45-ton steel ingot using a three-phase mixed columnar-equiaxed model.,International Journal of Heat and Mass Transfer,ELSEVIER,2013,OA,
10.1016/j.acthis.2011.03.008,Hybrid Open Access," € 1,986.62 ",Simultaneous 16S and 18S rRNA fluorescence in situ hybridization (FISH) on LR White sections demonstrated in Vestimentifera (Siboglinidae) tubeworms.,Acta Histochemica,ELSEVIER,2012,OA,
10.1021/ac4024318,Hybrid Open Access," € 1,969.01 ",Simultaneous Light-Directed Synthesis of Mirror-Image Microarrays in a Photochemical Reaction Cell with Flare Suppression.,Analytical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1007/s00210-013-0859-y,Hybrid Open Access," € 2,640.00 ",Simvastatin-induced compartmentalisation of doxorubicin sharpens up nuclear topoisomerase II inhibition in human rhabdomyosarcoma cells.,Naunyn-Schmiedeberg's Archives of Pharmacology,SPRINGER VERLAG,2013,OA,
10.1113/jphysiol.2012.246595,Hybrid Open Access," € 2,400.00 ","Single-channel properties of a3ß4, a3ß4a5 and a3ß4ß2 nicotinic acetylcholine receptors in mice lacking specific nicotinic acetylcholine receptor subunits.",Journal of Physiology,WILEY-BLACKWELL,2013,OA,
10.1002/ange.201305359,Other publication costs," € 1,497.48 ",Single-Molecule Analysis of the Recognition Forces Underlying Nucleo-Cytoplasmic Transport.,Angewandte Chemie,WILEY-BLACKWELL,2013,,
10.1007/s13361-012-0551-3,Hybrid Open Access," € 2,400.00 ",Single-Photon Ionization of Organic Molecules Beyond 10 kDa.,Journal of the American Society for Mass Spectrometry,SPRINGER VERLAG,2013,OA,
10.1021/ja303591y,Hybrid Open Access," € 2,033.25 ",Site-Resolved Measurement of Microsecond-to-Millisecond Conformational-Exchange Processes in Proteins by Solid-State NMR Spectroscopy.,Journal of the American Chemical Society,AMERICAN CHEMICAL SOCIETY (ACS),2012,OA,
10.1038/cddis.2012.91,Gold Open Access," € 2,880.00 ",Skeletal muscle damage and impaired regeneration due to LPL-mediated lipotoxicity.,CELL DEATH AND DISEASE,NATURE PUBLISHING GROUP,2012,OA,
10.1111/maec.12117,Hybrid Open Access," € 2,708.78 ",Skin toxins in coral-associated Gobiodon species (Teleostei: Gobiidae) affect predator preference and prey survival.,Marine Ecology,WILEY-BLACKWELL,2013,OA,
10.1016/j.neuroimage.2011.06.078,Hybrid Open Access," € 1,580.27 ",Slice-timing effects and their correction in functional MRI.,NeuroImage,ELSEVIER,2011,OA,"delayed 5 days, OA on 07.07.2011"
10.1111/ejn.12108,Hybrid Open Access," € 2,400.00 ",Slow cortical potentials capture decision processes during temporal discounting.,European Journal of Neuroscience,WILEY-BLACKWELL,2013,OA,
10.1371/journal.pone.0082049,Gold Open Access," € 1,208.95 ",Slow Oscillation Amplitudes and Up-State Lengths Relate to Memory Improvement.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1128/JB.02164-12,Other publication costs, € 803.07 ,Small-Angle X-Ray Scattering for Imaging of Surface Layers on Intact Bacteria in the Native Environment.,Journal of Bacteriology,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,,
10.1016/j.cagd.2013.02.008,Hybrid Open Access," € 2,676.26 ",Smooth surfaces from bilinear patches: Discrete affine minimal surfaces.,Computer Aided Geometric Design,ELSEVIER,2013,OA,
10.1111/j.1600-0706.2012.20833.x,Hybrid Open Access," € 2,400.00 ",Social familiarity relaxes the constraints of limited attention and enhances reproduction of group-living predatory mites.,Oikos,WILEY-BLACKWELL,2013,OA,
10.3389/fpsyg.2013.00868,Gold Open Access," € 1,600.00 ",Social learning from humans or conspecifics: differences and similarities between wolves and dogs.,FRONTIERS IN PSYCHOLOGY,FRONTIERS RESEARCH FOUNDATION,2013,OA,
10.1007/s00114-013-1056-z,Hybrid Open Access," € 2,618.00 ",Social waves in giant honeybees (Apis dorsata) elicit nest vibrations.,Naturwissenschaften,SPRINGER VERLAG,2013,OA,
10.1016/j.soilbio.2012.05.014,Hybrid Open Access," € 2,257.53 ",Soil metaproteomics – Comparative evaluation of protein extraction protocols.,Soil Biology and Biochemistry,ELSEVIER,2012,OA,
10.1063/1.4807012,Other publication costs, € 282.50 ,Solitonic Dirac fermion wave guide networks on topological insulator surfaces.,Applied Physics Letters,AMERICAN INSTITUTE OF PHYSICS (AIP),2013,,
10.3390/molecules18077407,Gold Open Access," € 1,514.54 ",Solution NMR Studies on the Orientation of Membrane-Bound Peptides and Proteins by Paramagnetic Probes.,Molecules,MDPI,2013,OA,
10.1016/j.ejor.2011.10.043,Hybrid Open Access," € 1,625.49 ",Solving the dynamic ambulance relocation and dispatching problem using approximate dynamic programming.,European Journal of Operational Research,ELSEVIER,2012,OA,
10.1016/j.aam.2012.11.004,Hybrid Open Access," € 1,354.57 ",Sparsity optimized high order finite element functions for H(curl)H(curl) on tetrahedra.,Advances in Applied Mathematics,ELSEVIER,2013,OA,
10.1063/1.4773234,Hybrid Open Access," € 1,379.92 ",Spatial and temporal frequency domain laser-ultrasound applied in the direct measurement of dispersion relations of surface acoustic waves.,Applied Physics Letters,AMERICAN INSTITUTE OF PHYSICS (AIP),2013,OA,
10.1016/j.bone.2013.07.038,Hybrid Open Access," € 1,508.08 ","Spatial distribution of the trace elements zinc, strontium and lead in human bone tissue.",Bone,ELSEVIER,2013,OA,
10.1111/1574-6941.12142,Hybrid Open Access," € 2,400.00 ",Spatial patterns of bacterial and archaeal communities along the Romanche Fracture Zone (tropical Atlantic).,FEMS Micriobiology Ecology,WILEY-BLACKWELL,2013,OA,
10.1104/pp.113.215509,Hybrid Open Access, € 449.82 ,Specialized Roles of the Conserved Subunit OST3/6 of the Oligosaccharyltransferase Complex in Innate Immunity and Tolerance to Abiotic Stresses. 215509,Plant Physiology,AMERICAN SOCIETY OF PLANT BIOLOGISTS,2013,OA,
10.1104/pp.113.215509,Other publication costs," € 1,391.45 ",Specialized Roles of the Conserved Subunit OST3/6 of the Oligosaccharyltransferase Complex in Innate Immunity and Tolerance to Abiotic Stresses. 215509,Plant Physiology,AMERICAN SOCIETY OF PLANT BIOLOGISTS,2013,OA,
10.1021/nl4019947,Hybrid Open Access," € 1,969.01 ",Spectral Modifications and Polarization Dependent Coupling in Tailored Assemblies of Quantum Dots and Plasmonic Nanowires.,Nano Letters,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.ica.2012.10.007,Hybrid Open Access," € 2,347.93 ","Spectroscopic, structural and magnetic investigations of iron(II) complexes based on 1-isopropyl- and 1-isobutyl-substituted tetrazole ligands.",Inorganica Chimica Acta,ELSEVIER,2013,OA,
10.1021/jp407818k,Hybrid Open Access," € 1,969.01 ",Spectroscopy of Cold LiCa Molecules Formed on Helium Nanodroplets.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/jp4030238,Hybrid Open Access," € 1,969.01 ",Spectroscopy of Lithium Atoms and Molecules on Helium Nanodroplets.,Physical Chemistry Chemical Physics,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.jmaa.2013.01.071,Hybrid Open Access," € 2,676.26 ",Spectrum of the Neumann Laplacian on the Fock space.,Journal of Mathematical Analysis and Applications,ELSEVIER,2013,OA,
10.1002/art.37989,Hybrid Open Access," € 2,700.00 ",Sphingosine 1-Phosphate Counteracts the Effects of Interleukin-1ß in Human Chondrocytes.,Arthritis and Rheumatism,WILEY-BLACKWELL,2013,OA,
10.1016/j.conb.2012.04.003,Hybrid Open Access," € 2,709.03 ",Spindle orientation in mammalian cerebral cortical development.,Current Opinion in Neurobiology,ELSEVIER,2012,OA,
10.1021/jz402100g,Hybrid Open Access," € 1,510.16 ",Spin-Noise-Detected Two-Dimensional Fourier-Transform NMR Spectroscopy.,Journal of Physical Chemistry Letters,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1162/LEON_a_00701,Hybrid Open Access, € 930.49 ,"Splicing boundaries: The experiences of bioart exhibition. Leonardo,",Leonardo,Massachusetts Institute of Technology Press (MIT Press),2013,OA,
10.5194/bgd-10-10125-2013,Gold Open Access, € 586.67 ,Spores of most common airborne fungi reveal no ice nucleation activity.,Biogeosciences Discussions,EUROPEAN GEOSCIENCES UNION,2013,OA,
10.1016/j.jmmm.2012.09.071,Hybrid Open Access," € 1,986.71 ",SQUID magnetometry combined with in situ cyclic voltammetry: A case study of tunable magnetism of y-Fe2O3 nanoparticles.,Journal of Magnetism and Magnetic Materials,ELSEVIER,2013,OA,
10.1093/protein/gzt041,Hybrid Open Access," € 2,730.00 ",Stability assessment on a library scale: a rapid method for the evaluation of the commutability and insertion of residues in C-terminal loops of the CH3 domains of IgG1-Fc.,"Protein Engineering, Design and Selection",OXFORD UNIVERSITY PRESS (OUP),2013,OA,
10.1093/protein/gzt041,Other publication costs," € 1,260.00 ",Stability assessment on a library scale: a rapid method for the evaluation of the commutability and insertion of residues in C-terminal loops of the CH3 domains of IgG1-Fc.,"Protein Engineering, Design and Selection",OXFORD UNIVERSITY PRESS (OUP),2013,OA,
10.1002/glia.22514,Other publication costs," € 1,766.57 ",Stabilization of the dystroglycan complex in Cajal bands of myelinating Schwann cells through plectin-mediated anchorage to vimentin filaments.,Glia,WILEY-BLACKWELL,2013,,
10.1016/j.soilbio.2011.03.024,Hybrid Open Access," € 1,354.52 ",Stable isotope analysis reveals whether soil-living elaterid larvae move between agricultural crops.,Soil Biology and Biochemistry,ELSEVIER,2011,OA,"delayed 2 days, OA on 04.04.2011"
10.1016/j.snb.2012.04.062,Hybrid Open Access," € 1,354.52 ",Stable optical oxygen sensing materials based on click-coupling of fluorinated platinum(II) and palladium(II) porphyrins—A convenient way to eliminate dye migration and leaching.,"Sensors and Actuators, B: Chemical",ELSEVIER,2012,OA,
10.1016/j.nimb.2012.03.036,Hybrid Open Access," € 2,257.53 ",Stable platinum isotope measurements in presolar nanodiamonds by TEAMS.,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",ELSEVIER,2013,OA,
10.1107/S1600536812048945,Gold Open Access, € 116.95 ,Stable polymorph of morphine.,Acta Crystallographica Section E: Structure Reports Online,INTERNATIONAL UNION OF CRYSTALLOGRAPHY,2013,OA,
23458731,Hybrid Open Access," € 1,653.50 ",STAT5 triggers BCR-ABL1 mutation by mediating ROS production in chronic myeloid leukaemia.,Oncotarget,IMPACT JOURNALS LLC,2012,OA,
10.1016/j.comcom.2012.10.010,Hybrid Open Access," € 2,167.32 ",Static vs. mobile sink: The influence of basic parameters on energy efficiency in wireless sensor networks.,Computer Communications,ELSEVIER,2013,OA,
10.1103/PhysRevB.88.045132,Hybrid Open Access," € 1,607.56 ",Steady-state and quench-dependent relaxation of a quantum dot coupled to one-dimensional leads.,Physical Review B - Condensed Matter and Materials Physics,AMERICAN PHYSICAL SOCIETY (APS),2013,OA,
10.1088/1367-2630/14/7/075004,Gold Open Access, € 891.00 ,Stochastic exclusion processes versus coherent transport.,New Journal of Physics,IOP PUBLISHING,2012,OA,
10.1016/j.bbamem.2012.11.030,Hybrid Open Access," € 2,709.15 ","Stomatin interacts with GLUT1/SLC2A1, band 3/SLC4A1, and aquaporin-1 in human erythrocyte membrane domains.",Biochimica et Biophysica Acta - Biomembranes,ELSEVIER,2013,OA,
10.1080/15534510.2013.799099,Hybrid Open Access," € 2,719.19 ",Stories can influence the self-concept.,Social Influence,TAYLOR & FRANCIS,2013,OA,
10.1016/j.euroecorev.2013.06.003,Hybrid Open Access," € 1,605.75 ",Strategic sophistication of individuals and teams. Experimental evidence.,European Economic Review,ELSEVIER,2013,OA,
10.1016/j.jcss.2012.12.001,Hybrid Open Access," € 2,167.32 ",Strategy improvement for concurrent reachability and turn-based stochastic safety games.,Journal of Computer and System Sciences,ELSEVIER,2013,OA,
10.1021/ic400555k,Hybrid Open Access," € 2,050.96 ",Striking Difference in Antiproliferative Activity of Ruthenium- and Osmium-Nitrosyl Complexes with Azole Heterocycles.,Inorganic Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1210/en.2012-2259,Other publication costs," € 1,514.81 ",Stromal insulin-like growth factor binding protein 3 (IGFBP3) is elevated in the diseased human prostate and promotes ex vivo fibroblast-to-myofibroblast differentiation. ,Endocrine,ENDOCRINE SOCIETY,2013,,
10.1103/PhysRevLett.110.213604,Other publication costs, € 530.46 ,Strong Coupling between Single Atoms and Nontransversal Photons.,Physical Review Letters,AMERICAN PHYSICAL SOCIETY (APS),2013,,
10.1016/j.nuclphysa.2012.12.020,Hybrid Open Access," € 1,986.71 ",Strong-interaction shifts and widths of kaonic helium isotopes.,Nuclear Physics A,ELSEVIER,2013,OA,
10.1016/j.comptc.2012.11.024,Hybrid Open Access," € 1,715.79 ",Strongly separated pairs of core electrons in computed ground states of small molecules.,Computational and Theoretical Chemistry,ELSEVIER,2013,OA,
10.1021/bi3007059,Hybrid Open Access," € 2,033.25 ",Structural and Functional Analysis of the NLRP4 Pyrin Domain.,Biochemistry,AMERICAN CHEMICAL SOCIETY (ACS),2012,OA,
10.1021/ic301548w,Hybrid Open Access," € 2,077.12 ",Structural and Physical Properties Diversity of New CaCu5-Type Related Europium Platinum Borides.,Inorganic Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1074/jbc.M112.448548,Hybrid Open Access," € 1,371.03 ","Structural basis for activity regulation and substrate preference of clostridial collagenases G, H, and T.",Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1074/jbc.M112.448548,Other publication costs, € 804.34 ,"Structural basis for activity regulation and substrate preference of clostridial collagenases G, H, and T.",Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1016/j.tsf.2013.02.112,Hybrid Open Access," € 2,676.26 ",Structural investigation of GaInP nanowires using X-ray diffraction.,Thin Solid Films,ELSEVIER,2013,OA,
10.1007/s00710-013-0313-3,Hybrid Open Access," € 2,640.00 ",Structural investigations of the two polymorphs of synthetic Fe-cordierite and Raman spectroscopy of hexagonal Fe-cordierite.,Mineralogy and Petrology,SPRINGER VERLAG,2013,OA,
10.1016/j.jmb.2012.05.040,Hybrid Open Access," € 2,709.03 ",Structural Studies of Ciliary Components.,Journal of Molecular Biology,ELSEVIER,2012,OA,
10.1088/0953-8984/20/49/494212,Other publication costs, € 909.15 ,Structural transitions in amorphous H2O and D2O: The effect of temperature.,Journal of Physics Condensed Matter,IOP PUBLISHING,2008,,
10.1021/jm301483h,Hybrid Open Access," € 2,077.12 ",Structural–Functional Studies of Burkholderia cenocepaciad-Glycero-d-manno-heptose 7-Phosphate Kinase (HldA) and Characterization of Inhibitors with Antibiotic Adjuvant and Antivirulence Properties.,Journal of Medicinal Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.jsg.2011.02.008,Hybrid Open Access," € 2,628.32 ",Structure and evolution of a rocksalt-mudrock-tectonite: The haselgebirge in the Northern Calcareous Alps.,Journal of Structural Geology,ELSEVIER,2011,OA,immediate OA 09.03.2011
10.1016/j.ccr.2012.04.028,Hybrid Open Access," € 1,986.62 ",Structure and function of atypically coordinated enzymatic mononuclear non-heme-Fe(II) centers,Coordination Chemistry Reviews,ELSEVIER,2013,OA,
10.1128/CVI.00139-13,Other publication costs, € 555.38 ,Structure and Immunogenicity of the Rough-Type Lipopolysaccharide from the Periodontal Pathogen Tannerella forsythia.,Clinical and Vaccine Immunology,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,,
10.1016/j.ymeth.2013.07.024,Hybrid Open Access," € 2,676.26 ",Structure of allergens and structure based epitope predictions.,Methods,ELSEVIER,2013,OA,
10.1016/j.tecto.2013.06.025,Hybrid Open Access," € 2,141.01 ","Structures, microfabrics and textures of the Cordilleran-type Rechnitz metamorphic core complex, Eastern Alps.",Tectonophysics,ELSEVIER,2013,OA,
10.1016/j.tecto.2013.06.025,Other publication costs," € 2,478.00 ","Structures, microfabrics and textures of the Cordilleran-type Rechnitz metamorphic core complex, Eastern Alps.",Tectonophysics,ELSEVIER,2013,OA,
10.1088/0953-8984/25/6/065401,Hybrid Open Access," € 2,340.00 ",Studies of atomic diffusion in Ni–Pt solid solution by x-ray photon correlation spectroscopy.,Journal of Physics Condensed Matter,IOP PUBLISHING,2013,OA,
10.1002/cphc.201300219,Hybrid Open Access," € 2,400.00 ",Studying the Structure and Dynamics of Biomolecules by Using Soluble Paramagnetic Probes.,Chemphyschem : a European journal of chemical physics and physical chemistry,WILEY-BLACKWELL,2013,OA,
10.1002/cphc.201300219,Other publication costs, € 495.00 ,Studying the Structure and Dynamics of Biomolecules by Using Soluble Paramagnetic Probes.,Chemphyschem : a European journal of chemical physics and physical chemistry,WILEY-BLACKWELL,2013,OA,
10.1007/s10270-013-0349-1,Hybrid Open Access," € 2,640.00 ",Styles in business process modeling: an exploration and a model.,Software and Systems Modeling,SPRINGER VERLAG,2013,OA,
10.1016/j.msea.2012.04.060,Hybrid Open Access," € 1,354.52 ",Sub-micrometre holotomographic characterisation of the effects of solution heat treatment on an AlMg7.3Si3.5 alloy.,"Materials Science & Engineering A: Structural Materials: Properties, Microstructure and Processing",ELSEVIER,2012,OA,
10.1111/jiec.12054,Hybrid Open Access," € 2,238.81 ",Substance Flow Analysis of Wastes Containing Polybrominated Diphenyl Ethers.,Journal of Industrial Ecology,WILEY-BLACKWELL,2013,OA,
10.1371/journal.pcbi.1003353,Gold Open Access," € 1,659.15 ",Substrate-Driven Mapping of the Degradome by Comparison of Sequence Logos.,PLoS Computational Biology,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1007/s00374-013-0808-4,Hybrid Open Access," € 2,640.00 ",Subsurface earthworm casts can be important soil microsites specifically influencing the growth of grassland plants.,Biology and Fertility of Soils,SPRINGER VERLAG,2013,OA,
10.1021/cm3038476,Hybrid Open Access," € 2,077.12 ",Superstructure of Mullite-type KAl9O14.,Chemistry of Materials,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/jp401432j,Hybrid Open Access," € 2,077.12 ",Surface Decoration of MgO Nanocubes with Sulfur Oxides: Experiment and Theory.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1002/sia.5175,Hybrid Open Access," € 2,400.00 ",Surface excitations in electron spectroscopy. Part I: dielectric formalism and Monte Carlo algorithm.,Surface and Interface Analysis,WILEY-BLACKWELL,2013,OA,
10.1016/j.tsf.2013.03.124,Hybrid Open Access," € 1,962.59 ","Surface morphology, optical properties and conductivity changes of poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) by using additives.",Thin Solid Films,ELSEVIER,2013,OA,
10.1021/jp310316b,Hybrid Open Access," € 2,077.12 ",Surface-Supported Hydrocarbon Radicals Show Kondo Behavior.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1371/journal.pone.0057394,Gold Open Access," € 1,227.28 ",Susceptibility to Declarative Memory Interference is Pronounced in Primary Insomnia.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1371/journal.pone.0034226,Gold Open Access," € 1,064.88 ",SweetBac: A New Approach for the Production of Mammalianised Glycoproteins in Insect Cells.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2012,OA,
10.1074/jbc.M112.408237,Hybrid Open Access," € 1,141.96 ",Switching the clientele: a lysine residing in the C-terminus of the serotonin transporter specifies its preference for the COPII component SEC24C.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1074/jbc.M112.408237,Other publication costs, € 758.94 ,Switching the clientele: a lysine residing in the C-terminus of the serotonin transporter specifies its preference for the COPII component SEC24C.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,OA,
10.1016/j.jfa.2012.02.016,Hybrid Open Access," € 1,986.62 ",Symmetries of Gaussian measures and operator colligations.,Journal of Functional Analysis,ELSEVIER,2012,OA,
10.1016/j.ica.2013.03.034,Hybrid Open Access," € 2,676.26 ","Synthesis and characterisation of cobalt, nickel and copper complexes with tripodal 4N ligands as novel catalysts for the homogeneous partial oxidation of alkanes.",Inorganica Chimica Acta,ELSEVIER,2013,OA,
10.1021/om400254k,Hybrid Open Access," € 2,050.96 ",Synthesis and Characterization of Hydrido Carbonyl Molybdenum and Tungsten PNP Pincer Complexes.,Organometallics,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1002/chem.201201915,Hybrid Open Access," € 2,880.00 ","Synthesis and Characterization of Redox-Active Charge-Transfer Complexes with 2,3,5,6-Tetracyanopyridine (TCNPy) for the Photogeneration of Pyridinium Radicals.",Chemistry - A European Journal,WILEY-BLACKWELL,2013,OA,
10.1021/om400184y,Hybrid Open Access," € 1,969.01 ",Synthesis and Properties of Bridgehead-Functionalized Permethylbicyclo[2.2.2]octasilanes.,Organometallics,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/nn304735r,Hybrid Open Access," € 2,077.12 ",Synthesis and Properties of Highly Dispersed Ionic Silica–Poly(ethylene oxide) Nanohybrids.,Nano Letters,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/jo401480t,Hybrid Open Access," € 1,969.01 ",Synthesis of an Advanced Intermediate of the Jatrophane Diterpene Pl-4: A Dibromide Coupling Approach.,Journal of Organic Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1002/ejic.201201442,Hybrid Open Access," € 2,400.00 ",Synthesis of CuO and Cu3N Nanoparticles in and on Hollow Silica Spheres.,European Journal of Inorganic Chemistry,WILEY-BLACKWELL,2013,OA,
10.1016/j.saa.2013.06.078,Hybrid Open Access," € 2,319.42 ","Synthesis, spectroscopic, coordination and biological activities of some organometallic complexes derived from thio-Schiff base ligands.",Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,ELSEVIER,2014,OA,
10.1002/cphc.201201006,Hybrid Open Access," € 2,400.00 ","Synthesis, Spectroscopy, and Computational Analysis of Photoluminescent Bis(aminophenyl)-Substituted Thiophene Derivatives.",Chemphyschem : a European journal of chemical physics and physical chemistry,WILEY-BLACKWELL,2013,OA,
10.2138/am.2012.4060,Hybrid Open Access," € 1,346.88 ",Synthetic B-rich olenite: Correlations of single-crystal structural data.,American Mineralogist,MINERALOGICAL SOCIETY OF AMERICA,2012,OA,
10.1016/j.febslet.2012.02.022,Hybrid Open Access," € 2,257.53 ",Synthetic constructs in/for the environment: managing the interplay between natural and engineered Biology.,FEBS Letters,ELSEVIER,2012,OA,
10.5194/amtd-6-1979-2013,Gold Open Access, € 856.80 ,Systematic residual ionospheric errors in radio occultation data and a potential way to minimize them.,Atmospheric Measurement Techniques Discussions,COPERNICUS PUBLICATIONS,2013,OA,
10.1016/j.mib.2012.05.001,Hybrid Open Access," € 2,979.94 ",Systems biology of host–fungus interactions: turning complexity into simplicity,Current Opinion in Microbiology,ELSEVIER,2012,OA,
10.1016/j.freeradbiomed.2012.10.002,Hybrid Open Access," € 1,986.71 ",Targeted subendothelial matrix oxidation by myeloperoxidase triggers myosin II-dependent de-adhesion and alters signaling in endothelial cells.,Free Radical Biology and Medicine,ELSEVIER,2012,OA,
10.1186/1471-2164-14-657,Gold Open Access," € 1,499.84 ",Targets of light signalling in Trichoderma reesei.,BMC Genomics,BIOMED CENTRAL,2013,OA,
