PMID/PMCID,Publisher,Journal title,Article title,COST (£)
21445052,Journal of Visualized Experiments,Journal of visualised experimentation,Invasion of human cells by a bacterial pathogen.,"£2,537.17"
,Journal of Visualized Experiments,Journal of Visualized Experiments,Assaying the kinase activity of LRRK2,"£2,690.76"
,Journal of Visualized Experiments,Journal of Visualized Experiments,Electrophysiological measurements and analysis of nociception in human infants,"£2,187.91"
PMC3077332,Karger,Cytogenet Genome Res ,The Role of Shugoshin in Meiotic Chromosome Segregation,"£2,025.49"
PMID: 21335952,Karger,Cytogenetic Genome Research,New Insights into the Genetic Regulation of Homologue Disjunction in Mammalian Oocytes,"£2,011.36"
PMC3068751,Karger,Human Heredity,"Genome-wide linkage scan of bipolar disorder in a colombian population isolate replicates Loci on chromosomes 7p21-22, 1p31, 16p12 and 21q21-22 and identifies a novel locus on chromosome 12q.",£987.41
PMC     2914450,Karger,J Vasc Res ,von zur Muhlen C et al.  Visualisation of activated platelets by targeted magnetic resonance imaging utilizing conformation-specific antibodies against glycoprotein Iib/IIIa.  J Vasc Res 2009; 46: 6-14.,"£1,894.25"
PMID: 21422750,Karger,Journal of Innate Immunity,Inositol Phospholipid Signaling and the Biology of Natural Killer Cells,"£1,020.36"
,Karger,Journal of Innate Immunity,Mucosal Macrophages in Intestinal Homeostasis and Inflammation,"£2,403.00"
,Karger,Neurodegenerative Diseases,Dimebon does not ameliorate pathological changes caused by expression of truncated (1-120) human alpha-synuclein in dopaminergic neurons of transgenic mice,"£2,224.87"
PMC2914358,Karger,Public Health Genomics,"Myths, misconceptions and myopia: searching for clarity in the debate about the regulation of consumer genetics","£1,413.04"
PMC2997444,Karger AG – Medical and Scientific Publishers,Cerebrovascular Diseases,Little association between intracranial arterial stenosis and lacunar stroke,"£1,959.11"
PMID: 20818165 ,Landes Bioscience,Autophagy,Impaired autophagy in Lafora disease,£483.91
PMID: 20861674 ,Landes Bioscience,Autophagy,Plasma membrane helps autophagosomes grow,£482.08
PMC3149695,Landes Bioscience,Autophagy,Regulation of autophagy by lysosomal positioning,£546.25
PMID: 21157184 ,Landes Bioscience,Autophagy,The Parkinson disease protein alpha-synuclein inhibits autophagy,£453.31
PMC3174001,Landes Bioscience,Cell Cycle,A homeodomain transcription factor regulates the DNA replication checkpoint in yeast.,"£1,136.03"
PMID: 21502812,Landes Bioscience,Cell Cycle,Antagonistic Crosstalk between APC and HIF-1a,£467.15
PMC 3142456,Landes Bioscience,Cell Cycle,Autophagy in the pathogenesis of myelodysplastic syndrome,£457.02
PIMD: 21325892,Landes Bioscience,Cell Cycle,Mechanism of hypoxia-induced NFkB,£462.03
,Landes Bioscience,Cell Cycle,Pro-survival activity of the MAK-V protein kinase in PC12 cells,£665.00
PMID: 21536734,Landes Bioscience,Communicative and Integrative Biology,"Nuclear actin and transcriptional activation.  Published as an addendum to Nuclear actin polymerization is required
for transcriptional reprogramming of Oct4
by oocytes. Genes Dev 2011; 25:946–58;
PMID: 21536734",£304.75
21441136,Lippincot Williams & Wilkins,Circulation Research,Oria1 and CRAC Channel Dependence of VEGF-Activated Ca2+-Entry and Endothelial Tube Formation,£827.18
,Lippincott Williams & Wilkins,"Arterriosclerosis, Thrombosis and Vascular Biology",Short-Term stimulation of calcium Permeable Transient Receptor Potential Canonical 5 - Containing Channels by Oxidized Phospholipids,£325.26
20950147,Mary Ann Liebert,Aids Res & Human Retroviruses,Drug resistance mutations in drug-naive HIV type 1 subtype C-infected individuals from rural Malaw,£947.27
21702696,Mary Ann Liebert,Aids Res & Human Retroviruses,HIV1 mutational patterns in HIV1 subtype C infected long-term survivors in Karonga District Malawi.,£899.90
"
 PMC307002",Mary Ann Liebert,Antioxidants & Redox Signalling,A novel role for HNO in local and spreading vasodilatation in rat mesenteric resistance arteries,"£1,960.90"
PMC3044457,Mary Ann Liebert,Antioxidants & Redox Signalling,Neuronal Activity Controls the Antagonistic Balance Between Peroxisome Proliferator-Activated Receptor-_ Coactivator-1_ and Silencing Mediator of Retinoic Acid and Thyroid Hormone Receptors in Regulating Antioxidant Defenses,"£1,963.03"
PMC3205803,Mary Ann Liebert,Human Gene Therapy,Long-term preservation of cones and improvement in visual function following gene therapy in a mouse model of Leber congenital amaurosis (LCA) caused by GC1 deficiency.,"£1,267.11"
PMC3136724,Mary Ann Liebert,Stem Cells and Development,Origins of Gliogenic Stem Cell Populations Within Adult Skin and Bone Marrow,"£1,905.42"
PMCID 22047076,Mary Ann Liebert,"Tissue Engineering, Part C",Development of methods for studying the differentation of hMSC under cylic compressive strain,"£1,500.94"
,Mary Ann Liebert,"Tissue Engineering, Part C",Modeling Tissue Growth Within Nonwoven Scaffolds Pores,"£1,859.89"
PMID:21340002,MDPI,Int Journal of Molecular Science,Phospholipases A1,£685.04
2021443,National Academy of Science,PNAS,Kiknked B-strands mediate high-affinity recognition of mRNA targets by the germ-cell regulator DAZL,£650.00
PMC 2973908,National Academy of Science,PNAS,Molecular and regulatory properties of a public good shape the evolution of cooperation,£608.48
PMC 2996697,National Academy of Sciences,PNAS,KOPS DEPENDENT ASSEMBLY OF FTSK HEXAMERS ESTABLISHERS DIRECTIONAL TRANSLOCATION ON DNA,£592.73
3141943,National Academy of Sciences,PNAS,MULTISCALE SIMULATIONS SUGGEST A MECHANISM FOR INTEGRIN INSIDE-OUT ACTIVATIC,£600.03
3127894,National Academy of Sciences,PNAS,REPLICATION & SEGREGATION OF AN ESCHERICHIA COLI CHROMOSOME,£591.30
PMCID: PMC3038748,National Academy of Sciences,PNAS,miR-96 regulates the progression of differentiation in mammalian cochlear inner and outer hair cells,£604.49
PMC2922253,National Academy of Sciences,PNAS,Combined agonist-antagonist genome-wide screening identifies broadly active anti-viral microRNAs,"£1,786.93"
PMCID: PMC2989449,National Academy of Sciences,PNAS,Serotonin selectively influences moral judgement and behaviour through effects on harm aversion,£581.79
PMCID: PMC2941293,National Academy of Sciences,PNAS,Ubiquitination of lysine-331 by KSHV protein K5 targets HFE for lysosomal degredation,£623.04
PMC3156201,National Academy of Sciences,PNAS,Bacterial persistance by RNA endonucleases,£694.81
PMC2851882,National Academy of Sciences,PNAS,Overcoming status quo bias in the human brain,£605.85
"PMC3088599
",National Academy of Sciences,PNAS,Targetting of Masp2 confers protection from myocardial gastrointestinal inschemia/reperfusion injury,£590.13
PMC2996680,National Academy of Sciences,PNAS,Trapping of palindromic ligands within native transthyretin prevents amyloid formation,£604.40
PMC3033308,National Academy of Sciences,PNAS,HRD1 and UBE2J1 target misfolded MHC class 1 heavy chains for endoplasmic reticulum-associated degradation,£710.99
PMID: 21385945,National Academy of Sciences,PNAS,Maternal diet and aging alter the epigenetic control of a promoter-enhancer interaction at the Hnf4a gene in rat pancreatic islets,£608.00
PMC3100931,National Academy of Sciences,PNAS,The dominantly-expressed class I molecule of the chicken MHC is explained by the co-evolution with polymorphic TAPs,£576.63
PMCID 2993425,National Academy of Sciences,PNAS,NAADP regulates skeletal muscle differentiation via action at Two-Pore ChannelsQ1,£597.59
PMC3136310,National Academy of Sciences,Proceedings of the National Academy of Sciences,Increased Wingless (Wnt) signaling in pituitary progenitor/stem cells gives rise to pituitary tumors in mice and humans.,£589.07
PMC3145720,"National Academy of Sciences 
",PNAS,PRDM9 Variants differentially regulate a set of human melotic recombination hotspots highly active  African Populations,£712.66
"PMC3000281
","National Academy of Sciences 
",PNAS,Muscarinic receptor promotes insulin release via receptor phosphorylation/arrestin-dependent activation of protein kinase D1,£701.58
"PMC2889095
","National Academy of Sciences 
",PNAS,"The M3-muscarinic receptor regulates learning and memory in a receptor phosphorylation/arrestin-dependent manner
",£634.31
PMC3174575,"National Academy of Sciences 
",PNAS,Insights into Krabbe disease from the structures of galactocerebrosidase,£607.89
PMCID: PMC2695753,"National Academy of Sciences 
",PNAS,"Model Criticism based on likelihood-free inference, with an application to protein network evolution",£515.65
PMCID: PMC3078386,"National Academy of Sciences 
",PNAS,Rv3615c is a highly immunodominant RD1 (Region of Difference 1)-dependent secreted antigen specific for Mycobacterium tuberculosis infection,£577.15
PMID: 20631692,Natural Pubilcations Network,Mucosal Immunology,IgA in the horse: cloing of equine polymeric Ig receptor and J chain and characterisation of recombinant forms of equine IgA.,"£3,000.00"
PMID: 21407213,Nature Publishing Group,British Journal of Cancer,"Effect of PI3K- and mTOR-specific inhibitors on spontaneous B-cell follicular lymphomas in PTEN/LKB1-deficient mice.
","£2,040.00"
21677688,Nature Publishing Group,Cell death and disease,Ocular neuroprotection by eIRNA targetting caspase-2,"£2,400.00"
PMC2948542,Nature Publishing Group,cell death and disease,Activation of mTOR coincides with autophagy during ligation-induced atrophy in the rat submandibular gland,"£2,300.00"
PMC3116282,Nature Publishing Group,EMBO Journal,Box C?D snoRNP catalysed methylation is aided by additional pre-rRNA base-pairing,"£2,833.90"
PMC 3025461,Nature Publishing Group,EMBO Journal,A POSITIVELY  CHARGED CHANNEL WITHIN THE SMC1/SMC3 HINGE REQUIRED FOR SISTER CHROMATID COHESION,"£3,055.00"
PMC2810376,Nature Publishing Group,EMBO Journal,Architecture of the RNA polymerase II-TFIIF complex revealed by cross-linking and mass spectrometry,"£1,744.88"
PMC3025471,Nature Publishing group,EMBO Journal,Epigenetic engineering shows H3K4me2 is required for HJURP targeting and CENP-A assembly on a synthetic human kinetochore,"£3,055.00"
PMID:21552206,Nature Publishing Group,EMBO Journal,Histone variant macroH2A confers resistance to nuclear reprogramming,"£3,120.00"
PMCID:PMC2770102,Nature Publishing Group,EMBO Journal,Neural stem cell transcriptional networks highlight genes essential for nervous system development,"£1,707.75"
PMID: 20664520 ,Nature Publishing Group,EMBO Journal,"Subpicomolar relaxin signalling by a pre-assembled RXFP1, AKAP-79, AC2, beta-arrestin 2, PDE4D3 complex","£2,600.00"
PMID: 21623345,Nature Publishing Group,EMBO Journal,The DNA-binding domain of the Chd1 chromatin-remodelling enzyme contains SANT and SLIDE domains,"£3,120.00"
PMC3102002,Nature Publishing group,EMBO Journal,The nuclear RNA polymerase II surveillance system targets polymerase III transcripts,"£3,120.00"
PMID: 21505420,Nature Publishing Group,EMBO Journal,The SWI/SNF complex acts to constrain distribution of the centromeric histone variant Cse4.,"£3,120.00"
PMC2964168,Nature Publishing Group,EMBO Journal,Insight into the molecular mechanism of the multitasking kinesin-8 motor,£587.50
3041953,Nature Publishing Group,EMBO Journal,PICK1 inhibition of the Arp2/3 complex controls dendritic spine size and synaptic plasticity,"£3,055.00"
PMCID: PMC3059903,Nature Publishing Group,EMBO reports,Determinants of laminin polymerization revealed by the structure of the _5 chain amino-terminal region,"£3,042.00"
21772318,Nature Publishing Group,European Journal of Clinical Nutritian,"Folic acid Supplementation during pregnancy  may protect against depression 21 months after pregnancy, an effect modified by MTHFR C677T genotype","£2,400.00"
21799523,Nature Publishing Group,Eye,Evaluation of early and late presentation of patients with OTMM,"£2,500.00"
PMC3160491,Nature Publishing Group,Journal of Investigative Dermatology,Keratinocyte apoptosis in epidermal remodelling and clearance of psoriasis induced by ultraviolet radiation,"£2,400.00"
PMID:21270823,Nature Publishing Group,Journal of Investigative Dermatology,Keratinocyte secretion of cyclophilin B via the constitutive pathway is regulated through its cyclosporin binding site,"£2,400.00"
,Nature Publishing Group,Molecular Psychiatry,The bipolar disorder risk allele at CACNA1C,£784.67
PMCID: PMC2925528,Nature Publishing Group,Molecular Systems Biology,Systems parasitology: effects of Fasciola hepatica on the neurochemical profile in the rat brain,"£2,741.28"
PMC3159968,Nature Publishing Group,Molecular Systems Biology,Genome-wide dFOXO taregst and topology of transcriptomic response to stress and insulin signalling,"£2,799.60"
PMID: 21427709,Nature Publishing Group,Molecular Therapy,Perturbing PSD-95 Interactions With NR2B-subtype Receptors Attenuates Spinal Nociceptive Plasticity and Neuropathic Pain.,"£2,400.00"
PMC3162478,Nature Publishing Group,Nature,Crystal structure of the FimD usher bound to its cognate FimC-FimH substrate,"£1,881.83"
PMC  3060623,Nature Publishing Group,Nature Communications,Global distribution of the sickle cell gene and geographical confirmation of the malaria hypothesis,"£2,925.75"
PMC3104559,Nature Publishing Group,Nature Communications,Neural crest cells organize the eye via TGF-&#946; and canonical Wnt signalling,"£3,035.00"
PMCID: PMC3105312,Nature Publishing Group,Nature Communications,Regulation of the co-evolved HrpR and HrpS AAA+ proteins required for Pseudomonas syringae pathogenicity ,"£3,642.00"
PMC3072066,Nature Publishing Group,Nature Communications,Retinoid-independent motor neurogenesis from human embryonic stem cells reveals a medial columnar ground state,"£3,642.00"
PMID:21829179,Nature Publishing Group,Nature Communications,Rhythmic actomycin-driven contractions induced by sperm entry predict mammalian embryo viability,"£3,035.00"
PMC 3074097,Nature Publishing Group,Nature Communications,The global distribution of the Duffy blood group,"£3,642.00"
PMID:21863007,Nature Publishing Group,Nature Communications,Parkinson's disease induced pluripotent stem cells with triplication of the _-synuclein locus,"£3,642.00"
,Optical Society of America,Optics Express ,Scanning ophthalmoscope retinal image registration using one-dimensional deformation fields,"£1,335.89"
21727097,Oxford University Press,Alcohol and Alcoholism,"Socio-demographic predictors of dimension of the AUDIT Score in population sample working-age men in Izhevsk, Russia.","£2,380.00"
3132275,Oxford University Press,American Journal of Epidemiology,Association between Urban Life-Years and Cardio-Metabolic Risk,"£2,040.00"
PMID: 21593132,Oxford University Press,Bioinformatcis online,Java Bioinformtics Analysis Web Services for Multiple Sequence alignment - JABAWS:MSA,"£1,020.00"
PMC 2944030,Oxford University Press,Biology & Evolution Online,Parallel retention of Pdx2 genes in cartilaginous fish and coelacanths,"£1,700.00"
PMID: 20522729,Oxford University Press,Biostatistics,On inferring presence of an individual in a mixture: a Bayesian approach,"£1,997.50"
PMC3170530,Oxford University Press,Brain,A randomized placebo-controlled trial of ibernone in Lebers hereditary optic nuropathy,"£2,040.00"
PMID: 21112924,Oxford University Press,Brain,Heterozygous OPA1 mutations in Behr syndrome,"£2,040.00"
PMC3069699,Oxford University Press,Brain,OPA1 mutations impair mitochondrial function in both pure and complicated dominant optic atrophy,"£1,498.00"
PMID:21646330,Oxford University Press,Brain,Reply: Spatic paraplegia in dominant optic plus pehnotype due to OPA1 mutation,"£2,040.00"
PMC3170537,Oxford University Press,Brain,Clinical and neuroanatomical signatures of tissue pathology in frontotemporal lobar degeneration.,"£2,040.00"
PMC3102242,Oxford university Press,Brain,"Disability, atrophy and cortical reorganization following spinal cord injury","£2,040.00"
PMC3187538,Oxford University Press,Brain,Dravet syndrome as epileptic encephalopathy: evidence from long-term course and neuropathology,"£2,040.00"
PMID:22036957,Oxford University Press,Brain,Impairments of auditory scene analysis in Alzheimer's disease.,"£2,040.00"
PMC3030768,Oxford University Press,Brain,In vivo monitoring of neuronal loss in traumatic brain injury: a microdialysis study,"£1,530.00"
PMC3102244,Oxford University Press,Brain,Motor system hyperconnectivity in juvenile myoclonic epilepsy: a cognitive functional magnetic resonance imaging study,"£2,040.00"
PMC2995885,Oxford University Press,Brain,Multispectral brain morphometry in Tourette syndrome persisting into adulthood,"£1,700.00"
PMC3187541,Oxford University Press,Brain,The neural correlates of inner speech defined by voxel-based lesion-symptom mapping,"£2,040.00"
PMC2995884,Oxford University Press,Brain,The role of pannexin hemichannels in the anoxic depolarization of hippocampal pyramidal cells,"£1,498.13"
PMC3198261,Oxford University Press,Brain,The structural plasticity of white matter networks,"£1,498.13"
PMC3170540,Oxford University Press,Brain,Voice processing in dementia: a neuropsychological and neuroanatomical analysis.,"£2,040.00"
PMCID: PMC3030763 ,Oxford University Press,Brain,PTEN/AKT pathway linked to motor neuron survival in human SOD1-related amyotrophic lateral sclerosis,"£1,530.00"
PMC3156904,Oxford University Press,Caediovasular Research,Control of sympathetic vasomotor tone by catecholaminergic C1 neurones of the rostral ventrolateral medulla oblongata,"£2,040.00"
PMC2904659,Oxford University Press,Cardiovascular Research,Constitutive glycogen synthase kinase-3_/_ activity protects against chronic _-adrenergic remodelling of the heart,£665.85
PMC3020133,Oxford University Press,Cardiovascular Research,Potent suppression of vascular smooth cenn migration and human neontimal hyperplasia by KV1.3 channel blockers,"£1,625.00"
PMID: 20923963 ,Oxford University Press,Cerebral Cortex,"Dissociating Inhibition, Attention, and Response Control in the Frontoparietal Network Using Functional Magnetic Resonance Imaging","£1,997.50"
20732899,Oxford University Press,Cerebral Cortex,Heterogeneity of the left temporal lobe in semantic representation and control: Priming multiple vs. single meanings of ambiguous words. ,"£3,741.20"
20851853,Oxford University Press,Cerebral Cortex,The neural organization of semantic control: TMS evidence for a distributed network in left inferior frontal and posterior middle temporal gyrus,"£3,184.25"
PMC3059891,Oxford University Press,Cerebral Cortex,"Auditory-Motor Expertise Alters ""Speech Selectivity"" in Professional Musicians and Actors.","£1,498.13"
PMC3000565,Oxford University Press,Cerebral Cortex,Automatic top-down processing explains common left occipito-temporal responses to visual words and objects,"£1,498.13"
PMID:21693784,Oxford University Press,Cerebral Cortex,Cortical Network for gaze control in humans revealed using multimodal MRI,"£2,040.00"
3094719,Oxford University Press,Cerebral Cortex,Developmental changes in effective connectivity in the emerging core face network,"£1,997.50"
PMC 2923212,Oxford University Press,Cerebral Cortex,Double dissociation of format-dependent and number-specific neurons in human parietal cortex,"£1,997.50"
PMC3020580,Oxford University Press,Cerebral Cortex,Effects of Preterm Birth on Cortical Thickness Measured in Adolescence,"£1,530.00"
 PMC3116735,Oxford University Press,Cerebral Cortex,Lateralization is Predicted by Reduced Coupling from the Left to Right Prefrontal Cortex during Semantic Decisions on Written Words,"£1,498.13"
21228100,Oxford University Press,Cerebral Cortex,Misconceptions about mirror-induced motor cortex activation,"£1,530.00"
PMC2951847,Oxford University Press,Cerebral Cortex,Studying the Role of Human Parietal Cortex in Visuospatial Attention with Concurrent TMS--fMRI,"£1,530.00"
PMC3041008,Oxford university Press,Cerebral Cortex,Top-down modulations in the visual form pathway revealed with dynamic causal modeling. ,"£2,040.00"
PMID:21705392,Oxford University Press,Cerebral Cortex,"Where, When and Why Brain Activation Differs for Bilinguals and Monolinguals during Picture Naming and Reading Aloud","£2,040.00"
PMC3041013,Oxford university Press,Cerebral Cortex,Working memory load modulates distractor competition in primary visual cortex,"£1,275.00"
PMID:21810779,Oxford University Press,Cerebral Cortex ,Remote effects of hippocampal sclerosis on effective connectivity during working memory encoding: a case of connectional diaschisis? ,"£2,040.00"
3205199,Oxford University Press,Clinical Infectious Diseases,A Novel Hemotropic Mycoplasma (Hemoplasma) in a Patient with Hemolytic Anemia and Pyrexia,"£2,040.00"
PMID:21293047,Oxford University Press,Clinical Infectious Diseases,Glyburide is anti-inflammatory and associated with reduced mortality in melioidosis,"£2,448.00"
21596681,Oxford University Press,Clinical Infectious Diseases Online,Poor prognosis of HIV-Associated TB menigitis regardless of the timing of antiretroviral therapy,"£1,820.00"
20350932,Oxford University Press,"Euro Jnl Public Health Online
",Alcohol policy in a Russian region.,"£1,721.26"
PMC2989029,Oxford University Press,European Journal of Public Health,Non-fatal injuries in three Central and Eastern European urban population samples: the HAPIEE study,"£1,057.50"
PMID: 20724435,Oxford University Press,Glycobiology,"Identification, subcellular localization, biochemical properties, and high-resolution crystal structure of Trypanosoma brucei UDP-glucose pyrophosphorylase","£1,498.13"
21045009,Oxford University Press,Glycobiology,Biochemical characterisation of the Mycobacterium tuberculosis phosphoribosyl-1-pyophosphate synthetase (Mt-PrsA),"£1,997.50"
PMCID: PMC3091528,Oxford University Press,Glycobiology,Mouse LSECtin as a model for a human Ebola virus receptor,"£1,700.00"
21653545,Oxford University Press,Health Policy Planning Online,"Strategies for coping with the costs of inpatient care: a
mixed methods study of urban and rural poor in Vadodara District,
Gujarat, India
","£2,238.28"
3177650,Oxford University Press,Human Molecular Genetics,Adult Height Variants Affect Birth Length and Growth Rate in Children,"£2,040.00"
PMC3080613,Oxford University Press,Human Molecular Genetics,The Batten disease gene CLN3 is required for the response to oxidative stress,"£1,700.00"
20817924,Oxford University Press,Human Molecular Genetics,"Mutations in C16orf57 and normal-length telomeres unify a subset of patients with dyskeratosis congenita, poikiloderma with neutropenia and Rothmund-Thomson syndrome.","£2,295.00"
PMC 3263993,Oxford University Press,Human Molecular Genetics,Next generation sequencing identifies mutations in Atonal homolog 7 (ATOH7) in families with global eye developmental defects,"£2,040.00"
PMC 2989893,Oxford University Press,Human Molecular Genetics,Genetic determinants of HSP70 gene expression following heat shock,"£1,700.00"
PMC 2916708,Oxford University Press,Human Molecular Genetics,Maternal high-fat diet interacts with embryonic Cited2 genotype to reduce Pitx2c expression and enhance penetrance of left-right patterning defects.,"£1,997.50"
PMC2972691,Oxford University Press,Human Molecular Genetics,Cone and rod photoreceptor transplantation in models of the childhood retinopathy Leber congenital amaurosis using flow-sorted Crx-positive donor cells,"£1,498.13"
PMC3140821,Oxford University Press,Human Molecular Genetics,Long-term and age-dependent restoration of visual function in a mouse model of CNGB3-associated achromatopsia following gene therapy,"£2,040.00"
PMC3063985,Oxford university Press,Human Molecular Genetics,Over-expression of Grhl2 causes spina bifida,"£2,040.00"
PMC 3016905,Oxford University Press,Human Molecular Genetics,PCSK6 is associated with handedness in individuals with dyslexia.,"£1,700.00"
PMC3033179,Oxford University Press,Human Molecular Genetics,PINK1 cleavage at position A103 by the mitochondrial protease PARL,"£2,040.00"
PMID: 20829225 ,Oxford University Press,Human Molecular Genetics,Puromycin-sensitive aminopeptidase protects against aggregation-prone proteins via autophagy,"£1,498.13"
PMID:21586432,Oxford University Press,Human Reproduction,A pragmatic RCT of conventional versus increased concentration sucrose in freezing and thawing solutions for human embryos,"£2,380.00"
PMC3037794,Oxford University Press,Human Reproduction Online,Birth after TESE-ICSI in a man with hypogonadotrophic hypogonadism and congenital adrenal hypoplasia linked to DAX-1 (NR0B1) mutation,"£2,040.00"
,Oxford University Press,Infect Diseases Online,The Plasma Concentration of the B Cell Activating factor is increased in children with acute Malaria,"£2,040.00"
20591986,Oxford University Press,International Jnl Epidemiol,Alcohol increases circulatory disease mortality in Russia:,"£1,721.26"
21037247,Oxford University Press,International Jnl Epidemiol,"Association of socio-economic, gender and health factors with common mental disorders in women:","£1,700.00"
,Oxford University Press,International Journal of Epidemiology,Epidemiological methods in diarrhoea studies: an update,"£2,380.00"
PMCID: PMC2929353,Oxford University Press,International Journal of Epidemiology,"HIV transmission risk through anal intercourse: systematic review, meta-analysis and implications for HIV prevention","£1,498.13"
,Oxford University Press,International Journal of Epidemiology,Infant-feeding patterns and cardiovascular risk factors in young adulthood: data from five cohorts in low-and middle-income countries,"£1,498.13"
PMCID: PMC2972436,Oxford University Press,International Journal of Epidemiology,HIV decline in Zimbabwe due to reductions in risky sex? Evidence from a comprehensive epidemiological review,"£1,997.50"
PMC3092713,Oxford University Press,Journal of Antimicrobial Chemotherapy,Integration of population pharmacokinetics and pharmacogenetics: an aid to optimal nevirapine does selection in HIV,"£2,040.00"
21187338,Oxford University Press,Journal of Infectious Diseases,  Heterogeneities and consequences of Plasmodium species and hookworm coinfection: a population based study in Uganda.,£340.00
21881123,Oxford University Press,Journal of Infectious Diseases,BCG vaccination induces different cytokine profiles following infact BCG vaccination in the UK and Malawi,"£2,380.00"
PMC3132140,Oxford University Press,Journal of Infectious Diseases,Early deaths during tuberculosis treatment are associated with depressed innate responses,"£2,070.00"
PMC 3080894,Oxford University Press,Journal of Infectious diseases,"High Frequency, Sustained T Cell Responses to PARV4 Suggest Viral Persistence in Vivo","£2,040.00"
PMC3173506,Oxford University Press,Journal of Infectious Diseases,The human transcriptome during non-typhoid salmonella and HIV co-infection,£927.62
"PMCID: PMC3041696
",Oxford University Press,Molecular Biology and Evolution,"The Evolution of the Phage Shock Protein Response System: Interplay between Protein Function, Genomic Organization, and System Function","£1,491.75"
PMC3021790,Oxford University Press,Molecular Biology and Evolution Online,Recent and recurrent selective sweeps of the antiviral RNAi gene Argonaute-2 in three species of Drosophila.,"£1,869.43"
PMC 2684757,Oxford University Press,"Nephrology, Dialysis & Transplantation Journal",Tolerance in renal transplantation - is mixed chimerism the missing link?  ,"£1,500.00"
,Oxford University Press,"Nephrology, Dialysis, Transplantation (NDT)", peritoneal mesothelial cells respond to bacterial ligands through a specific subset of toll-like receptors,"£1,700.00"
21460358,Oxford University Press,"Nephrology, Dialysis, Transplantation (NDT)","CD4+ T cells, human cytomegalovirus and end-stage renal disease","£2,040.00"
21994336,Oxford University Press,Nicotine & Tobacco Research,Characterizing Patterns of Smoking Initiation in Adolescence: Comparison of Methods for Dealing With Missing Data,"£2,040.00"
3028189,Oxford University Press,Nicotine and Tobacco Research,Association of COMT Val108/158Met Genotype and Cigarette Smoking in Pregnant Women,"£1,997.50"
,Oxford University Press,Nicotine and Tobacco Research,Association of the CHRNA5-A3-B4 gene cluster with heaviness smoking: A meta-analysis,"£2,040.00"
,Oxford University Press,Nuclear Acid Research,Design Principles for the bifunctional targetted oligonucleotide enhancers of splicing,"£1,704.00"
PMC317724,Oxford University Press,Nucleic Acid Research,An investigation of the structural requirements for ATP hydrolysis and DNA cleavage by the EcoKI Type I DNA restriction and modification enzyme,£852.00
20965968,Oxford University Press,Nucleic Acid Research,Microhomology mediated deletion and gene conversion in African trypanosomes,"£1,420.00"
PMC3203602,Oxford University Press,Nucleic Acid Research,Repeat expansion in the budding yeast ribosomal DNA can occur independently of the canonical homologous recombination machinery,"£1,704.00"
,Oxford University Press,Nucleic Acid Research ,H-NS mediates the dissociation of a refractory protein-DNA complex during Tn10/IS 10 transposition,£852.00
,Oxford University Press,Nucleic Acid Research ,Untwisitng the DNA helix stimulates the endonuclease activity of bacillus subtilis NTH at AP sites,£852.00
PMC 3064779,Oxford University Press,Nucleic Acid Research ,MSH REGUALTES INTERGENIC SPLICING OF MC1R,"£1,420.00"
PMC 3061084,Oxford University Press,Nucleic Acids Research,A FAILURE OF MEITOC CHROMOSOME SEGREGATION IN A FBH1,"£1,420.00"
PMC 3130261,Oxford University Press,Nucleic Acids Research,ACIVATION OF XERCD-DIF RECOMBINATION BY THE FTSK DNA TRANSLOCASE,"£1,420.00"
PMC  3159475,Oxford University Press,Nucleic Acids Research,"ULTRAFINE ANAPHASE BRIDGES, BROKEN DNA","£1,704.00"
3177199,Oxford University Press,Nucleic Acids Research,Concerted action at eight phosphodiester bonds by the BcgI restriction endonuclease,£852.00
PMC2938205,Oxford University Press,Nucleic Acids Research,Counter-selection recombineering of the baculovirus genome: a strategy for seamless modification of repeat-containing BACs  Nucleic Acids Research Advance Acces,£834.25
3185417,Oxford University Press,Nucleic Acids Research,DNA cleavage site selection by Type III restriction enzymes provides evidence for head-on protein collisions following 1D bidirectional motion,£852.00
 21993298,Oxford University Press,Nucleic Acids Research,Illuminating the reaction pathway of the FokI restriction  endonuclease by fluorescence resonance energy transfer,£852.00
PMC2919722,Oxford University Press,Nucleic Acids Research,Recruitment of MBD1 to target genes requires sequence-specific interaction of the MBD domain with methylated DNA.,"£2,373.50"
3177213,Oxford University Press,Nucleic Acids Research,Recycling of protein subunits during DNA translocation and cleavage by Type I restriction-modification enzymes,£852.00
3064778,Oxford University Press,Nucleic Acids Research,The AddAB helicase-nuclease catalyses rapid and processive DNA unwinding using a single Superfamily 1A motor domain,£834.25
20675722,Oxford University Press,Nucleic Acids Research,DNA compaction by the higher-order assembly of PRH/Hex homeodomain protein oligomers,"£2,138.50"
3074142,Oxford University Press,Nucleic Acids Research,Protein flexibility directs DNA recognition by the papillomavirus E2 proteins,£834.25
PMCID: PMC2965225,Oxford University Press,Nucleic Acids Research,"Transcriptional regulation of Elf-1: locus-wide analysis reveals four distinct promoters, a tissue-specific enhancer, control by PU.1 and the importance of Elf-1 downregulation for erythroid maturation.",£834.25
PMID: 21247878,Oxford University Press,Nucleic Acids Research,Identification of human miRNA precursors that resemble boc C/D snoRNAs.,"£1,704.00"
20952404,Oxford University Press,Nucleic Acids Research,An RNA degradosome assembly in Caulobacter crescentus,£834.25
