PMID/PMCID,Publisher,Journal title,Article title,COST (£)
PMC3471295,Journal of Visualized Experiments,Journal of Visualized Experiments,Reverse genetics mediated recovery of infectious murine norovirus,"£1,434.81"
PMC3466664,Journal of Visualized Experiments,Journal of Visualized Experiments,High-resolution live imaging of cell behaviour in the developing neuroepithelium,"£2,788.81"
PMC3466940,Journal of Visualized Experiments,Journal of Visualized Experiments,Induction of Adhesion-dependent Signals Using Low-intensity Ultrasound,"£3,319.91"
PMC3471314,Journal of Visualized Experiments,Journal of Visualized Experiments,Use of Artificial Sputum Medium to Test Antibiotic Efficacy Against Pseudomonas aeruginosa in Conditions More Relevant to the Cystic Fibrosis lung,"£1,146.00"
PMC3582652,Journal of Visualized Experiments,Journal of Visualized Experiments,Live cell video microscopy of fungal pathogen phagocytosis,"£2,675.30"
PMC3476752,Journal of Visualized Experiments,Journal of Visualized Experiments,High-throughput purification of affinity-tagged recombinant proteins,"£3,103.63"
PMC3399501,Journal of Visualized Experiments,Journal of Visualized Experiments,"Identification of Protein Interacting Partners Using Tandem Affinity Purification, TAP Tagging","£1,386.56"
PMC3308581,Journal of Visualized Experiments,Journal of Visualized Experiments,Quantitative Analysis of Synaptic Vesicle Pool Replenishment in Cultured Cerebellar Granule Neurons using FM Dyes,"£2,154.70"
PMC3369769,Journal of Visualized Experiments,Journal of Visualized Experiments,Selection of Plasmodium falciparum parasites for cyctoadhesion to human bain endothelial cells.,"£2,154.70"
PMC3399498,Journal of Visualized Experiments,Journal of VISULIZED EXPERIMENTS,PREPARING INDIVIDUAL DROSOPHILA EGG CHAMBERS FOR LIVE IMAGING,"£2,674.63"
PMC3308610,Journal of Visualized Experiments,MYJOVE Corp, Electroporation of craniofacial mesenchyme.,"£3,035.84"
PMID:22759786,Karger,Cells Tissues Organs,Phenotype-Genotype Correlations in Mouse Models of Amelogenesis Imperfecta Caused by Amelx and Enam Mutations,"£2,515.00"
PMC3191529,Karger,Human Development,Grammatical Difficulties in Children with Specific Language Impairment: Is Learning Deficient?,"£2,363.84"
PMC3398828,Karger,International Archives of Allergy and Immunology,Atopy is inversely related to schistosome infection intensity: a comparative study in Zimbabwean villages with distinct levels of Schistosoma haematobium infection,"£2,531.81"
PMC3388616,Karger,Neuroendocrinology ,Prenatal Excess Glucocorticoid Exposure and Adult Affective Disorders: A Role for Serotonergic and Catecholamine Pathways.,"£2,142.28"
PMID: 22456226,Karger,Neuro-signals,Anorexigenic and Orexigenic Hormone Modulation of Mammalian Target of Rapamycin Complex 1 Activity and the Regulation of Hypothalamic Agouti-Related Protein mRNA Expression.,"£2,102.33"
PMC3417284,Karger,Respiration,Profiling of sputum inflamatory mediators in Asthma and chronic obstructive pulmonary disease,"£2,563.00"
PMID: 21926115,BMJ,STI,Attempting to explain heterogeneous HIV epidemics in sub-Saharan Africa: potential role of historical changes in risk behaviour and male circumcision,"£1,680.00"
PMC3277782,Landes Bioscience,Cell Adhesion & Migration,Can mesenchymal cells undergo collective cell migration? The case of the neural crest,£482.53
PMC3359116,Landes Bioscience,Cell cycle,Protein Kinase CK2 opens the gate for zinc signaling,£582.14
PMC3376071,Landes Bioscience,Communicative & Integrative Biology,Modification and movement: Phosphorylation and SUMOylation regulate endocytosis of GluK2-containing kainate receptors,£402.58
PMC3266074,Landes Bioscience,Fly,Linking specification to differentiation: from proneural genes to the regulation of ciliogenesis,£472.09
PMC3324342,Landes Bioscience,Nucleus,Epigenetic stability of repressed states involving the histone variant macroH2A revealed by nuclear transfer to Xenopus oocytes,£472.68
PMC2818953,Landes Bioscience,Proceedings of the National Academy of Sciences in the United States of America,Loss of autophagy in erythroid cells leads to defective removal of mitochondria and severe anemia in vivo,£475.93
PMC3278724,Macmillan Publishers,Cell Death and Differentiation,Evidence that CED-9/Bcl2 and CED-4/Apaf-1 localization is not consistent with the current model for C.elegans apoptosis induction,"£3,000.00"
PMID: 22583123,Mary Ann Liebert Inc,Genetic Testing and Molecular Biomarkers,Association of TCF7L2 and adipoq with . . .,"£1,393.04"
PMC3490109,Mary Ann Liebert Inc,Genetic Testing and Molecular Biomarkers,Population structure of Aggarwals of north India as revealed by molecular markers. ,"£1,393.04"
,Mary Ann Liebert Inc,Human Gene Therapy,Gene Therapy for Immunodeficiencies,"£1,456.28"
PMC3359631,Mary Ann Liebert Inc,Stem cells and Development,Oral mucosal progenitor cells are potently immunosuppressive in a dose-independent manner,"£2,471.76"
PMC3636465,Mary Ann Liebert Inc,Stem Cells and Development,Widespread transcription in an amphibian oocyte relates to its reprogramming activity on transplanted somatic nuclei,"£1,966.93"
PMC3311877,Mary Ann Liebert Inc,"Tissue Engineering, Part C Methods",Development of methods for studying the differentiation of hMSC under cyclic compressive strain,"£1,500.94"
PMC3438810,Mary Ann Liebert Inc,Vector-Borne and Zoonotic Diseases,TICK CELL LINES FOR STUDY OF CRIMEAN-CONGO HAEMORRHAGIC FEVER VIRUS AND OTHER ARBOVIRUSES,"£2,309.93"
PMC3446756,MDPI,Viruses,Herpesvirus exploitation of host immune inhibitory pathways,£646.19
PMC3542522,MIT Press,Journal of Cognitive Neuroscience,"Executive-semantic processing is underpinned by a large-scale network: Revealing the contribution of left prefrontal, posterior temporal and parietal cortex to controlled retrieval and selection using TMS",£575.85
PMC3473359,Elsevier,Biochemical and Biophysical Research Communications,"Formation of a heterooctamreic complex between ADC and its cognate activating factor, PanZ, is CoA-dependent","£2,238.88"
PMC3252941,National Academy od Sciences,PNAS,"Wolbachia strain wMel induces cytoplasmic incompatibility and blocks dengue transmission in Aedes albopictus
","£1,074.68"
PMC3344987,National Academy of Sciences,PNAS,DESIGNING BIOMIMETIC PORES BASED ON CARBON NANOTUBES,"£1,921.28"
PMC3271932,National Academy of Sciences,PNAS,Structural basis for DNA recognition and loading into a viral packaging motor,£650.00
PMC3325715,National Academy of Sciences,PNAS,Structure of components of an intercellular channel complex in sporulating Bacillus subtilis,£621.02
PMC3386117,National Academy of Sciences,PNAS,Reactive oxygen species are second messengers of neurokinin signaling in peripheral sensory neurons,"£2,302.10"
PMC3271931,National Academy of Sciences,PNAS,A tolerogenic role for TLR9 is revelaed by B cell interaction with DNA expressed on apoptotic cells,£766.40
PMC3358904,National Academy of Sciences,PNAS,Crystal Structure of a Trypanosoma brucei metacaspase,£620.00
PMC3311380,National Academy of Sciences,PNAS,Agonist binding evokes extensive conformational charges; the extracellular domain of the AIP gated human px21 receptor ion chanel,£740.12
PMC3406863,National Academy of Sciences,PNAS,"Leishmania TDR1 structure, a unique trimeric glutathione transferase capable of deglutathionylation and antimonial prodrug activation",£868.77
PMC3361412,National Academy of Sciences,PNAS,Mechanisms contributing to the central excitability changes during hearing losss.,£760.09
PMC3252920,National Academy of Sciences,PNAS,Murine cytomegalovirus encodes a miR-27 inhibitor disguised as a miRNA target,£629.98
PMC3326463,National Academy of Sciences,PNAS,Mutant induced pluripotent stem cell lines recapitulate aspects of TDP-43 proteinopathies and reveal cell-specific vulnerability,£738.73
PMC3207650,National Academy of Sciences,PNAS,Phosphorylation of the voltage-gated potassium channel Kv2.1 by AMP-activated protein kinase regulates membrane excitability,£828.05
PMC3421178,National Academy of Sciences,PNAS,Protective immunity to Schistosoma haematobium infection is primarily an anti-fecundity response stimulated by the death of adult worms,£630.49
PMC3427075,National Academy of Sciences,PNAS,"Atp6v0a4 knockout mouse is a model of distal renal tubular acidosis with hearing loss, with additional extrarenal phenotype",£613.90
PMC3396520,National Academy of Sciences,PNAS,Identification of the kinase that activates a nonmetazoan STAT gives insights into the evolution of phosphotyrosine-SH2 domain signaling,£859.03
PMC3358877,National Academy of Sciences,PNAS,Env-less endogenous retroviruses are genomic superspreaders,"£2,208.82"
PMC3174611,National Academy of Sciences,PNAS,Correlation of in situ mechanosensitive responses of the Moraxella catarrhalis adhesin UspA1 with fibronectin and receptor CEACAM1 binding,"£1,819.91"
PMC3390834,National Academy of Sciences,PNAS,Aquaglyceroporin 2 controls suceptibility to melarsoprol and pentamidine in African trypanosomes,£614.35
PMC3150940,National Academy of Sciences,PNAS,Structural basis for complement factor I control and its disease-associated sequence polymorphisms,£588.17
PMC3241748,National Academy of Sciences,PNAS,A common visual metric for approximate number and density,£616.48
PMC3358848,National Academy of Sciences,PNAS,Action controls dopaminergic enhancement of reward representations,£583.69
PMC3443181,National Academy of Sciences,PNAS,Heritable yeast prions have a highly organized three-dimensional architecture with interfiber structures,"£1,559.48"
PMC3241806,National Academy of Sciences,PNAS,High-resolution human cytomegalovirus transcriptome,£762.47
PMC3145740,National Academy of Sciences,PNAS,Plasticity of human auditory evoked fields induced by shock conditioning and contingency-reversal,£600.96
PMC3390842,National Academy of Sciences,PNAS,"Stress- and Rho-activated ZONAB binding to p21 mRNA mediates stabilization, translation, and cell survival",£634.09
"PMC3179088 
",National Academy of Sciences,PNAS,Structural basis for the broad specificity to host-cell ligands by the pathogenic fungus Candida albicans,£356.91
PMC3396474,National Academy of Sciences,PNAS,"Structure of the VirB4 AT Pase, alone and bound to the core complex of a type IV secretion system","£1,655.93"
PMC3268311,National Academy of Sciences,PNAS,Distinct conformations of the protein complex p97-Ufd1-Npl4 revealed by electron cryomicroscopy,£617.83
PMC3396515,National Academy of Sciences,PNAS,Multistep molecular mechanism for Bone morphogenetic protein extracellular transport in the Drosophila embryo,"£1,560.01"
PMC3219106,National Academy of Sciences,PNAS,Ribosomal frameshifting into an overlapping gene in the 2B-encoding region of the cardiovirus genome,£734.16
PMC3326519,National Academy of Sciences,PNAS,The molecular basis for selective inhibition of unconventional mRNA splicing by an IRE1-binding small molecule,£612.48
PMC3361392,National Academy of Sciences,PNAS,Generation of quinolone antimalarials targeting the Plasmodium faciparum mitochondrial respiratory chain for the treatment and prophylaxis of malaria,"£1,768.55"
PMC3406585,Nature Publishing Group,Cell Death & Disease,Caspase-1: is IL-1 just the tip of the ICEberg,"£2,400.00"
PMC3181424,Nature Publishing Group,Cell Death and Cell Disease,The Parkinson's disease protein LRRK2 impairs proteasome substrate clearance without affecting proteasome catalytic activity,"£2,400.00"
PMC3504709,Nature Publishing Group,Cell death and differentiation,Cyclin-dependent kinases 7 and 9 specifically regulate neutrophil transcription and their inhibition drives apoptosis to promote resolution of inflammation,"£3,000.00"
PMC3321621,Nature Publishing Group,Cell Death and Differentiation,Human embryonic stem cell derived astrocytes mediate non-cell autonomous neuroprotection through endogenous and drug-induced mechanisms,"£3,000.00"
PMC3461358,Nature Publishing Group,Cell Death and Disease,Leishmania mexicana metacaspase is a negative regulator of amastigote proliferation in mammalian cells,"£2,400.00"
PMC3419923,Nature Publishing Group,EMBO Journal,ALTERNATING ACCESS MECHANISM IN THE POT FAMILY OF OLIGOPEPTIDE TRANSPORTERS,"£3,120.00"
PMC3181484,Nature Publishing Group,EMBO Journal,The pore structure and gating mechanism of K2P channels,"£2,600.00"
"PMC3230378
",Nature Publishing Group,EMBO Journal,Structural basis for cell surface patterning through netring NGL interaction,"£3,120.00"
PMC3365414,Nature Publishing Group,EMBO Journal,Co-transcriptional degradation of aberrant pre-mRNA by Xrn2,"£3,120.00"
PMC3321194,Nature Publishing Group,EMBO Journal,Insights into Chi recognition from the structure of an AddAB-type helicase-nuclease complex,"£3,120.00"
PMC3433784,Nature publishing Group,EMBO Journal,"MEX-3C, a novel RNA-binding ubiquitin E3 ligase links ubiquitination with MHC-I mRNA degradation","£3,120.00"
PMC3273378,Nature publishing Group,EMBO Journal,"NuRD-mediated deacetylation of H3K27 facilitates recruitment of Polycomb Repressive Complex 2 to direct gene repression
","£2,952.68"
PMC3395097,Nature Publishing Group,EMBO Journal,Pex 3 - anchored ATG 36 tags peroxissiomes for degredation in saccharomyes cerevisial,"£3,120.00"
PMC3419929,Nature publishing Group,EMBO Journal,Regulation of human lung alveolar multipotent cells by a novel p38_ MAPK/miR-17-92 axis,"£3,120.00"
PMC3273381,Nature publishing Group,EMBO Journal,The histone methyltransferase Setd8 acts in concert with c-Myc and is required to maintain skin,"£2,464.80"
PMC3209772,Nature Publishing Group,EMBO Journal,A cluster of ribosome synthesis factors regulate pre-rRNA folding and 5.8S rRNA maturation by the Rat1 exonuclease,"£3,120.00"
PMC3323130,Nature Publishing Group,EMBO Reports,The FIH hydroxylase is a cellular peroxide sensor that modulates HIF transcriptional activity.,"£1,782.00"
PMC2948184,Nature Publishing Group,EMBO Reports,Role of the RNA/ DNA kinase Grc3 in transcription termination by RNA polymerase 1,"£2,867.33"
PMC3110042,Nature Publishing Group,European Journal of Human Genetics,Genome-wide analysis of genetic susceptibilty to language impairment in an isolated Chilean population,"£2,350.00"
PMC3260910,Nature Publishing Group,European Journal of Human Genetics,People of the British Isles: preliminary analysis of genotypes and surnames in a UK-control population,"£2,400.00"
PMC3443826,Nature Publishing Group,Eye,"Incidence presenting features, and diagnosis of cicatrising conjunctivitis in the United Kingdom.
","£3,000.00"
PMC3049238,Nature Publishing Group,Genes & Immunity,Transcriptional repression and DNA looping associated with a novel regulatory element in the final exon of the lymphotoxin-B gene,"£2,350.00"
,Nature Publishing Group,Genetics in Medicine,Behavioural genetics and population health intervention.,"£3,000.00"
PMC3499844,Nature Publishing Group,Heredity,"Positional cloning of rp2 QTL associates the P450 genes CYP6Z1, CYP6Z3 and CYP6M7 with pyrethroid resistance in the malaria vector Anopheles funestus","£2,400.00"
PMC3595466,Nature Publishing Group,International Journal of Obesity,"Childhood socioeconomic position, adult socioeconomic position, and social mobility in relation to markers of adiposity in early adulthood: evidence of differential effects by gender in the 1978/79 Ribeirao Preto cohort study ","£3,000.00"
PMC3438469,Nature publishing Group,International Journal of Obesity,Investigating the involvement of the ATF6 alpha pathway of the unfolded protein response in adipogenesis,"£3,000.00"
"PMC3308141
",Nature Publishing Group,Journal of Cerebral Blod Flow & Metabolism,Enhanced SUMOylation and SENP-1 protein levels following oxygen and glucose deprivation in neurones,"£2,040.00"
PMC3396744,Nature Publishing Group,Journal of Investigative Dermatology,B2AR antagonists and B2AR gene deletion both promote skin wound repair processes ,"£2,400.00"
PMC3572452,Nature Publishing Group,Journal of Investigative Dermatology,Lysophosphatidic acid promotes cell migration through STIM1 nad Orai1-medicated Ca2+I mobilization and NFAT2 activation,"£2,400.00"
PMC3398255,Nature publishing Group,Journal of Investigative Dermatology,Exons 5-15 of kazrin are dispensable for murine epidermal morphogenesis and homeostasis,"£2,400.00"
PMC3398254,Nature Publishing Group,Journal of Investigative Dermatology,Germline melanocortin-1-receptor (MC1R) genotype is associated with severity of cutaneous phenotype in congenital melanocytic naevi - a role for MC1R in human fetal development,"£2,400.00"
PMC3306894,Nature Publishing Group,Journal of Investigative Dermatology,Clonal Growth of Dermal Papilla Cells in Hydrogels reveals intrincis differences between Sox2-positive and –negative cells in vitro and in vivo,"£2,400.00"
PMC3359642,Nature Publishing Group,Molecular Physiology,Meta-analysis indicates that common variants at the DISC1 locus are not associated with schizophrenia.,"£2,400.00"
PMC3427856,Nature Publishing Group,Molecular Psychiatry,Visual analysis of geocoded twin data puts nature and nurture on the map,"£2,400.00"
PMC3412496,Nature Publishing Group,Molecular Therapy,Mixed Vector Immunisation with Recombinant adenovirus and MVA can improve vaccine efficacy while decreasing anti-vector immunity.,"£2,400.00"
"PMC3282434
",Nature Publishing Group,Mucosal Immunology,Regulatory T cells expressing granzyme B play a critical role in controlling lung inflammation during acute viral infection,"£3,000.00"
PMC3282433,Nature Publishing Group,Musocal Immunology,Directed antigen targeting in vivo identifies a role for CD103+ dendritic cells in both tolerogenic and immunogenic T cell responses,"£3,000.00"
PMC3629381,Nature Publishing Group,Musocal Immunology,Resident and pro-inflammatory macrophages in the colon represent alternative context-dependent fates of the same Ly6C(hi) monocyte precursors,"£3,000.00"
PMC3493655,Nature Publishing Group,Nature Communications,Prion protein facilities uptake of zinc into neuronal cells,"£3,642.00"
PMC3337979,Nature Publishing Group,Nature Communications,Distinct Nav1.7-dependent pain sensations require different sets of sensory and sympathetic neurons,"£3,642.00"
PMID:22127061,Nature Publishing Group,Nature Communications,"Global kinomic and phospho-proteomic analyses of the human malaria parasite Plasmodium falciparum.
","£3,642.00"
PMC3567838,Nature Publishing Group,Nature Communications,JAK/STAT3 signalling is sufficient and dominant over antagonistic cues for the establishment of naïve pluripotency,"£3,642.00"
PMC3293629,Nature Publishing Group,Nature Communications,Modification of the C-termial flanking-region of a universal influenza epitope alters CD4+ T-cell repertoire selection,"£3,642.00"
PMC3493651 ,Nature Publishing Group,Nature communications,Structural and molecular insights into the mechanism,"£3,642.00"
PMC3621422,Nature Publishing Group,Nature Communications,SynGAP isoforms exert opposing effects on synaptic strength,"£3,642.00"
PMC3272482,Nature Publishing Group,Nature structural and molecular biology,Newly folded substrates inside the molecular cage of the HtrA chaperone DegQ,"£1,272.86"
PMC3079849,Nature Publishing Group,Neuropsychopharmacology,"Pattern classification of working memory networks reveals differential effects of methylphenidate, atomoxetine and placebo in healthy volunteers","£3,000.00"
PMC3422489,Nature Publishing Group,Neuropsychopharmacology,Serotonin modulates the effects of Pavlovian aversive predictions on response vigor,"£3,000.00"
PMC3214161,Nature Publishing Group,Neuropsychopharmacology,Using an Experimental Medicine Model to Explore Combination Effects of Pharmacological and Cognitive Interventions for Depression and Anxiety,"£3,000.00"
PMC3266952,Nature Publishing Group,Scientific Reports,Functional characterisation of missense variants in the TRESK (KCNK18) K+ channel,"£1,068.00"
PMC3432979,Nature Publishing Group,Scientific Reports,Minimal conformational plasticity enables TCR cross-reactivity to different MHC class II heterodimers.  Manuscript No. SREP-12-02242-T,"£1,068.00"
PMC3382734,Nature Publishing Group,Scientific Reports,Proportions of CD4+ memory T cells are altered in individuals chronically infected with Schistosoma haematobium,"£1,068.00"
PMC3466449,Nature Publishing Group,Scientific Reports,Molecular recognition and regulation of human angiotensin-I converting enzyme (ACE) activity by natural inhibitory peptides.,"£1,068.00"
PMC3458246,Nature Publishing Group,Scientific Reports ,GTP binding and intramolecular regulation by the ROC domain of DAPK1,"£1,068.00"
PMC3426088,Nature Publishing Group,Scientific Reports ,Human Responses to Unfairness with Primary Rewards and their Biological Limits,"£1,068.00"
PMC3287284,OPTICAL SOCIETY OF AMERICA,JOURNAL OF THE OPTICAL SOCIET OF AMERICA A,Context dependent judgements of colour that might allow colour constancy in scenes with multiple regions of illumination,£958.87
PMC3476830,Oxford University Press,Age and Ageing,"Socioeconomic circumstances, health behaviours and functional limitations in older persons in four Central and Eastern European populations.","£2,040.00"
PMC3468404,Oxford University Press,Alcohol and Alcoholism,Dealing responsibly with the alcohol industry in London,"£2,380.00"
PMC3284685,Oxford University Press,Alcohol and Alcoholism,Patterns of Alcohol Use in Early Adolescence Predict Problem Use at age 16,"£2,040.00"
PMC3581073,Oxford University Press,American Journal of Epidemiology,Associations of Maternal Weight Gain in Pregnancy with Offspring Cognition in Childhood and Adolescence: Findings from the Avon Longitudinal Study of Parents,"£2,040.00"
PMC3649638,Oxford University Press,American Journal of Epidemiology,"Development and validation of a GPS-based ""map book"" system for categorizing cluster residency status of community members living in hihg-density urban slums in Blantrye, Malawi","£2,040.00"
PMC3472614,Oxford University Press,American Journal of Epidemiology,The association between irregular menstruations and acne with asthma and atopy phenophytes,"£2,040.00"
PMC3406617,Oxford University Press,American Journal of Epidemiology,Maternal and paternal smoking during pregnancy and risk for offspring ADHD: testing for intrauterine effects,"£2,040.00"
PMID: 21325300,Oxford University Press,Bioinformatics,Automated workflows for accurate mass-based putative metabolite identification in LC/MS-derived metabolomic datasets,"£2,040.00"
PMC3338015,Oxford University Press,Bioinformatics,PINALOG: a novel approach to align protein interaction networks - implications for complex detection and function prediction,"£2,040.00"
PMC3244763,Oxford University Press,Bioinformatics Online,A robust clustering algorithm for identifying problematic samples in genome-wide association studies,£850.00
PMC3470710,Oxford University Press,Brain, Atypical face shape and genomic structural variants in epilepsy,"£2,040.00"
PMC3501970,Oxford University Press,Brain,Adults with RRM2B-related mitochondrial disease have distinct clinical and molecular characteristics,"£2,040.00"
PMC3326253,Oxford University Press,Brain,Altered brain mechanisms of emotion processing in pre-manifest Huntington's disease,"£2,040.00"
PMC3437020,Oxford University Press,Brain,Beta-band intermuscular Coherence: a Novel Biomarker of upper motor neuron dysfunction in motor neuron disease,"£2,040.00"
PMC3381720,Oxford University Press,Brain,Changes in decending motor pathway connectivity after corticospinal tract lesion in macaque monkey,"£2,040.00"
PMC3359751,Oxford University Press,Brain,Dopamine and performance in a reinforcement learning task – evidence from Parkinson’s disease,"£2,040.00"
PMC3407419,Oxford University Press,Brain,MFN2 mutations cause compensatory mitochondrial DNA proliferation,"£2,400.00"
PMC3359757,Oxford University Press,Brain,Microangiopathy in the cerebellum of patients with mitochondrial DNA disease,"£2,040.00"
PMC3437034,Oxford University Press,Brain,Neurological perspectives on voltage-gated sodium channels,"£2,040.00"
PMC3470708,Oxford University Press,Brain,Single-subject oscillatory gamma responses in tinnitus,"£2,040.00"
PMC3437024,Oxford University Press,Brain,Delirium is a strong risk factor for dementia in the oldest-old: a population-based cohort study,"£2,040.00"
PMC3381719,Oxford University Press,Brain,False recognition in a mouse model of Alzheimer’s disease: rescue with sensory restriction and memantine ,"£2,040.00"
PMC3155705,Oxford University Press,Brain,Neural changes following cognitive behaviour therapy for psychosis: a longitudinal study.    ,"£2,040.00"
PMC3501971,Oxford University Press,Brain,S100B is Increased in Parkinson's disease and ablation protects against MPTP-induced toxicity via the RAGE and TNF-_ pathway,"£2,040.00"
PMC3286330,Oxford University Press,Brain ,"Frontotemporal dementia with the C9orf72 hexanucleotide repeat expansion: clinical, neuroanatomical and neuropathological features","£2,040.00"
"PMC3220870
",Oxford University Press,Briefings in Bioinformatics,Exon array data analysis using Affymetrix power tools and R statistical software,"£1,700.00"
PMC3039245,Oxford University Press,Cardiovascular Research,Acute atrial arrhythmogenicity and altered Ca2+ homeostasis in murine RyR2-P2328S hearts,"£1,997.50"
PMC3291088,Oxford University Press,Cardiovascular Research,Pregnane X receptor regulates drug metabolism and transport in the vasculature and protects from oxidative stress.,"£2,040.00"
PMC3028975,Oxford University Press,Cardiovascular Research,Soluble FLT-1 sensitises endothelial cells to inflammatory Cytokines,"£1,997.50"
PMC3422080,Oxford University Press,Cardiovascular Research Online,Cardioprotection evoked by remote ischaemic preconditioning is critically dependent on the activity of vagal preganglionic neurones,"£2,040.00"
PMC3539454,Oxford University Press,Cerebral Cortex,Image-Invariant Responses in Face-Selective Regions Do Not Explain the Perceptual Advantage for Familiar Face Recognition,"£2,040.00"
PMID: 22892425,Oxford University Press,Cerebral Cortex,Individual Differences in Expert Motor Coordination Associated with White Matter Microstructure in the Cerebellum,"£2,040.00"
PMID: 22826609,Oxford University Press,Cerebral Cortex,Mapping the Human Cortical Surface by combining Quantitative T1 with Retinotopy,"£2,040.00"
PMC3643717,Oxford University Press,Cerebral Cortex,Two distinct ipsilateral cortical representations for individuated finger movements,"£2,040.00"
PMC3643713,Oxford University Press,Cerebral Cortex,Visual and audiovisual effects of isochronous timing on visual perception and brain activity,"£2,040.00"
PMC3369563,Oxford University Press,Clinical Infectious Disease Online,Chronic Lung Disease in Adolescents with Delayed Diagnosis of Vertically-Acquired HIV Infection.,"£2,040.00"
PMC3436923,Oxford University Press,Clinical Infectious Diseases,"Corticosteroid therapy, vitamin D status, and inflammatory cytokine profile in the HIVTB immune reconstitution inflammatory syndrome (TB-IRIS)","£1,700.00"
PMC3297646 ,Oxford University Press,Clinical Infectious Diseases,High-Resolution Single Nucleotide Polymorphism Analysis Distinguishes Recrudescence and Reinfection in Recurrent Invasive Nontyphoidal Salmonella Typhimurium Disease,"£2,040.00"
PMC3275762,Oxford University Press,Clinical Infectious Diseases Online,Persistence of Pneumolysin in the Cerebrospinal Fluid of Patients With Pneumococcal Meningitis Is Associated With Mortality,"£2,050.04"
PMC2573028,Oxford University Press,Europace,"The cardiac sodium channel mutation delQKP 1507–1509 is associated with the expanding phenotypic spectrum of LQT3, conduction disorder, dilated cardiomyopathy, and high incidence of youth sudden death","£1,762.50"
PMC3530901,Oxford University Press,European Heart Journal,"Cardiac involvement in mitochondrial DNA disease: clinical spectrum, diagnosis and management","£2,040.00"
PMC3409421,Oxford University Press,European Heart Journal,Electrophysiological abnormalities precede overt structural changes in arrhythmogenic right ventricular cardiomyopathy due to mutations in desmoplakin-A combined murine and human study,"£2,040.00"
PMC3311286,Oxford University Press,Glycobiology,The lipid linked oligosaccharide donor specificities of Trypanosoma brucei oligosaccharyltransferases.,"£2,040.00"
PMC2883339,Oxford University Press,Human Molecular Genetics,Genome-wide association identifies ATOH7 as a major gene determining human optic disc size,"£1,700.00"
PMC3298276,Oxford University Press,Human Molecular Genetics,Mutations in genes encoding the glycine cleavage system predispose to neural tube defects in mice and humans,"£2,040.00"
PMC3276289,Oxford University Press,Human Molecular Genetics,Long range DNA looping and gene expression analyses identify DEXI as an autoimmune disease candidate gene,"£2,040.00"
PMC3313793,Oxford University Press,Human Molecular Genetics,Parkin induced defects in neurophysiology and locomotion are generated by metabolic dysfunction and not oxidative stress,"£2,040.00"
PMC3263985,Oxford University Press,Human Molecular Genetics,Refinement of the associations between risk of colorectal cancer and polymorphisms on chromosomes 1q41 and 12q13.13,"£1,700.00"
PMC3363338,Oxford University Press,Human Molecular Genetics,Statistical colocalization of monocyte gene expression and genetic risk variants for type 1 diabetes,"£2,040.00"
PMC3179381,Oxford University Press,Human Molecular Genetics,Thirty-five common variants for coronary artery disease: the fruits of much collaborative labour,"£1,700.00"
PMC3177649,Oxford University Press,Human Molecular Genetics,Allelic heterogeneity and more detailed analyses of known loci explain additional phenotypic variation and reveal complex patterns of association,"£2,040.00"
PMC3315205,Oxford University Press,Human Molecular Genetics,Amyotrophic lateral sclerosis-associated mutant VAPBP56S perturbs calcium homeostasis to disrupt axonal transport of mitochondria,"£1,700.00"
PMC3284118,Oxford University Press,Human Molecular Genetics,Calsyntenin-1 mediates axonal transport of the amyloid precursor protein and regulates A&#946; production.,"£1,700.00"
PMC3516066,Oxford University Press,Human Molecular Genetics,Genetic variation in the 15q25 nicotinic acetylcholine receptor gene cluster (CHRNA5–CHRNA3–CHRNB4) interacts with maternal self-reported smoking status during pregnancy to influence birth weight,"£2,040.00"
PMC3313792,Oxford University Press,Human Molecular Genetics,Impaired neural development in a zebrafish model for Lowe syndrome,"£2,940.00"
PMID: 22899650,Oxford University Press,Human Molecular Genetics,"LRRK2 functions as a Wnt signaling scaffold, bridging cytosolic proteins and membrane-localized LRP6","£2,040.00"
PMC3043663,Oxford University Press,Human Molecular Genetics,Over-expression of BCL2 rescues muscle weakness in a mouse model of oculopharyngeal muscular dystrophy,"£2,040.00"
PMC3392112,Oxford University Press,Human Molecular Genetics,"Reticulon-like-1, the Drosophila ortholog of the Hereditary Spastic Paraplegia gene reticulon 2, is required for organization of endoplasmic reticulum and of distal motor axons","£2,040.00"
PMC3490518,Oxford University Press,Human Molecular Genetics,Seven newly identified loci for autoimmune thyroid disease,"£2,040.00"
PMC3315205,Oxford University Press,Human Molecular Genetics,VAPB interacts with the mitochondrial protein PTPIP51 to regulate calcium homeostasis,"£1,700.00"
PMC3005904,Oxford University Press,Human Molecular Genetics ,Dissection of the genetics of Parkinsons disease (pubd as Dissection of the genetics of Parkinson's disease identifies an additional association 5' of SNCA and multiple associated haplotypes at 17q21.),"£1,530.00"
"PMC3277313
",Oxford University Press,Human Molecular Genetics Online,"The Nek8 protein kinaseNek8, mutated in the human cystic kidney disease nephronophthisis is both activated and degraded during ciliogenesis","£2,040.00"
PMC3396314,Oxford University Press,Int J Epidemiol,"Status of epidemiology in the WHO South-East Asia region: burden of disease, determinants of health and epidemiological research, workforce and training capacity.","£1,700.00"
PMC3429873,Oxford University Press,International Journal of Epidemiology,High impact activity is related to lean but not fat mass: findings from a population-based study of adolescents ,"£2,040.00"
