PMID,PMCID,DOI,Publisher,Owned by/Affiliated to/Journal of,ISSN,Journal Impact Factor,Journal Title,Hybrid or Pure OA?,Article title,Citations Google Scholar,Altmetric score,CC licence type,Copyright Owner,Is the article freely available?,Cost,Contributor,Notes,ROMEO,PMC,DOIURL,XML Metadata,OpenArticleGauge
,PMC3907934,10.1093/scan/nst113,Oxford University Press,,1749-5016,5.04,Social Cognitive and Affective Neuroscience,Hybrid,Social brains on drugs: tools for neuromodulation in social neuroscience,,,,,,"£1,800.00",,,ROMEO,PMC,DOI,,OAG
,PMC3494044,10.1093/schbul/sbs053,Oxford University Press,,0586-7614,8.49,Schizophrenia Bulletin,Hybrid,Alterations in white matter evident before the onset of psychosis,,,,,,"£2,047.50",,,ROMEO,PMC,DOI,,OAG
,PMC3885290,10.1093/schbul/sbs15,Oxford University Press,,0586-7614,8.49,Schizophrenia Bulletin,Hybrid,"Social deprivation, inequality and the neighbourhood-level incidence of psychotic syndromes in East London",,,,,,"£2,040.00",,,ROMEO,PMC,DOI,,OAG
,PMC3686461,10.1093/schbul/sbt065,Oxford University Press,,0586-7614,8.49,Schizophrenia Bulletin,Hybrid,Life Events and Psychosis: A Review and Meta-Analysis,,,,,,"£2,048.00",,,ROMEO,PMC,DOI,,OAG
none,none,10.1093/shm/hkq115,Oxford University Press,The Society for the Social History of Medicine,0951-631X,0.472,Social History of Medicine,Hybrid,Beyond the Medical Text: Health and Illness in Early Medieval Italian Sources,,,,,,"£2,100.00",,,ROMEO,PMC,DOI,,OAG
,PMC3481954,10.1093/shm/hks053,Oxford University Press,The Society for the Social History of Medicine,0951-631X,0.472,Social History of Medicine,Hybrid,A Modern History of the Stomach,,,,,,"£2,040.00",,,ROMEO,PMC,DOI,,OAG
,PMC3481955,10.1093/shm/hks060,Oxford University Press,The Society for the Social History of Medicine,0951-631X,0.472,Social History of Medicine,Hybrid,"Children's physic: medical perceptions and treatment of sick children in early modern England, c. 1580-1720",,,,,,"£2,040.00",,,ROMEO,PMC,DOI,,OAG
,PMC3635503,10.1093/shm/hks112,Oxford University Press,The Society for the Social History of Medicine,0951-631X,0.472,Social History of Medicine,Hybrid,Refuse and the ‘Risk Society’: The Political Ecology of Risk in Inter-war Britain,,,,,,"£2,040.00",,,ROMEO,PMC,DOI,,OAG
,PMC3513842,10.1096/fj.12-205211,Federation of American Societies of Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,Epididymal protein Rnase10 is required for post-testicular sperm maturation and male fertility,,,,,,"£1,857.82",,,ROMEO,PMC,DOI,,OAG
,PMC3583845,10.1096/fj.12-209445,BioMed Central,BioMed Central / Springer,1748-5908,2.37,Implementation Science,Pure OA,"Designing a theory-informed, contextually appropriate intervention strategy to improve delivery of pediatric services in Kenyan hospitals.",,,CC-BY,Author copyright,Yes,"£1,345.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3583845,10.1096/fj.12-209445,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,The immunoglobulin domain of the sodium channel _3 subunit contains a surface-localized disulfide bond that is required for homophilic binding,,,,,,"£1,866.72",,,ROMEO,PMC,DOI,,OAG
,PMC3509056,10.1096/fj.12-213314,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,Chemically engineering ligand selectivity at the free fatty acid receptor 2 based on pharmacological variation between species orthologs,,,,,,"£1,513.14",,,ROMEO,PMC,DOI,,OAG
23792301,none,10.1096/fj.12-215533,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,Asprin-triggered 15-epi lipoxin A4 predicts cyclooxygenase-2 in the lungs of LPS-treated mice but not in the circulation:implications for a clinical test,,,,,,£824.16,,,ROMEO,PMC,DOI,,OAG
,PMC3574292,10.1096/fj.12-218990,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,Flavones induce neutrophil apoptosis by down-regulation of Mcl-1 via a proteasomal-dependent pathway.,,,,,,"£1,578.93",,,ROMEO,PMC,DOI,,OAG
,PMC3606528,10.1096/fj.12-219105,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,11_-hydroxysteroid dehydrogenase type 1 deficiency in bone marrow-derived cells reduces atherosclerosis,,,,,,"£1,670.77",,,ROMEO,PMC,DOI,,OAG
,PMC3633812,10.1096/fj.12-219964,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,"Production, characterization, and antigen specificity of recombinant 62-71-3, a candidate monoclonal antibody for rabies rpophylasis in humans",,,,,,"£1,652.90",,,ROMEO,PMC,DOI,,OAG
,PMC3767752,10.1096/fj.12-222588,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,The cellular prion protein traps Alzheimer's Alpha? In an oligomeric form and disassembles amyloid fibers,,,,,,"£2,014.37",,,ROMEO,PMC,DOI,,OAG
23682122,none,10.1096/fj.12-223842,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,Dysfunction of the autophagy/lysosomal degradation pathway is a shared feature of the genetic synucleinopathies,,,,,,"£1,663.37",,,ROMEO,PMC,DOI,,OAG
,PMC3819510,10.1096/fj.13-230441,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,Endothelial cell junctional adhesion molecule plays a key role in the development of tumours in a murine model…,,,,,,"£1,953.12",,,ROMEO,PMC,DOI,,OAG
,PMC3834776,10.1096/fj.13-232918,Federation of American Societies for Experimental Biology,Federation of American Societies for Experimental Biology,0892-6638,5.70,FASEB Journal,Hybrid,The CB1 receptor mediates the peripheral effects of ghrelin on AMPK activity but not on growth hormone release,,,,,,"£1,920.98",,,ROMEO,PMC,DOI,,OAG
,PMC3773237,10.1097/01.aids.0000432473.69250.19,Lippincott Williams & Wilkins,,0269-9370,6.41,AIDS,Hybrid,Sexual behaviour in a rural high HIV prevalence South African community: time trends in the antiretroviral treatment era,,,,,,"£1,836.92",,,ROMEO,PMC,DOI,,OAG
,PMC3815011,10.1097/01.aids.0000432475.14992.da,Lippincott Williams & Wilkins,,0269-9370,6.41,AIDS,Hybrid,HIV incidence and survival from age-specific seroprevalence after antiretroviral treatment scale up in rural South Africa,,,,,,"£1,836.92",,,ROMEO,PMC,DOI,,OAG
,PMC3785148,10.1097/INF.0b013e3182783dc3,Lippincott Williams & Wilkins,European Society for Paediatric Infectious Diseases,1532-0987,3.57,The Pediatric Infectious Disease Journal,Hybrid,Topical umbilical cord care for prevention of infection and neonatal mortality.,,,,,,"£1,834.77",,,ROMEO,PMC,DOI,,OAG
,PMC3713766,10.1097/QAD.0b013e3283601b90,Lippincott Williams & Wilkins,,0269-9370,6.41,AIDS,Hybrid,HIV infected adolescents in Southern Africa can achieve good treatment outcomes: Results from a large retrospective cohort study.,3,,CC BY-NC-ND,,Yes,"£1,968.63",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3678888,10.1097/QAD.0b013e3283601b90,Lippincott Williams & Wilkins,,0269-9370,6.41,AIDS,Hybrid,Grassroots Community Organisations' Contribution to the Scale-Up of HIV Testing and Counselling Services in Zimbabwe,0,,CC BY-NC-ND,,Yes,"£2,374.52",Fiona Wright,"PMID: 24047764, PMC3678888",ROMEO,PMC,DOI,,OAG
,PMC3819359,10.1097/QAD.0b013e32836149ea,Lippincott Williams & Wilkins,,0269-9370,6.41,AIDS,Hybrid,Short title: TB and VL breakthrough and failure. Orig title: Temporal association between incident tuberculosis and poor virological outcomes in a South African antiretroviral treatment service.,,,,,,"£2,015.72",,,ROMEO,PMC,DOI,,OAG
,PMC3748854,10.1097/QAD.0b013e3283629095,Lippincott Williams & Wilkins,,0269-9370,6.41,AIDS,Hybrid,Evaluation of an empiric risk screening score to identify acute and early HIV-1 infection among MSM in Coastal Kenya.,1,,CC BY-NC-ND,,Yes,"£1,834.77",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3805356,10.1097/QAD.0b013e328363bf7f,Lippincott Williams & Wilkins,,0269-9370,6.41,AIDS,Hybrid,Accelerated biological ageing in HIV-infected individuals in South Africa: a case-control study,,,,,,"£1,375.80",,,ROMEO,PMC,DOI,,OAG
,PMC3707567,10.1097/QAI.0b013e31828a7056,Wolters Kluwer,,0894-9255,4.65,Journal of Acquired Immune Deficiency Syndromes,Hybrid,Risk factors for seropositivity to Kaposi sarcoma-associated herpesvirus among children in Uganda,,,CC BY-NC-ND,Publisher,Yes,"£2,009.65",Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3867341,10.1097/QAI.0b013e31829ceb14,Wolters Kluwer,,0894-9255,4.65,Journal of Acquired Immune Deficiency Syndromes,Hybrid,Reduction in early mortality on antiretroviral therapy for adults in rural Southe Africa since change in CD4+ cell count eligibility criteria,3,,Publisher copyright,Publisher,No,"£1,836.92",Theo Andrew,PMC version author submitted article - publisher version closed access,ROMEO,PMC,DOI,,OAG
,PMC3587388,10.1097/QAI.0b013e3182a20e74,Wolters Kluwer,,0894-9255,4.65,Journal of Acquired Immune Deficiency Syndromes,Hybrid,A novel community health worker tool outperforms WHO clinical staging for assessment of antiretroviral therapy eligibility in a resource-limited setting,0,,CC BY-NC-ND,Publisher,Yes,"£2,034.75",Theo Andrew,Wrong DOI - updated from10.1161/CIRCRESAHA.110.219949,ROMEO,PMC,DOI,,OAG
,PMC3639764,10.1098/rsbl.2012.1121,Royal Society,Royal Society,1744-9561,3.35,Biology Letters,Hybrid,Vaulting mechanics successfully predict decrease in walk-run transition speed with incline,,,CC BY,Author,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3639766,10.1098/rsbl.2012.1145,Royal Society,Royal Society,1744-9561,3.35,Biology Letters,Hybrid,Host nutrition alters the variance in parasite transmission potential.,,,CC BY,Author,Yes,"£1,260.00",,,ROMEO,PMC,DOI,,OAG
,PMC3730629,10.1098/rsbl.2013.0205,Royal Society,Royal Society,1744-9561,3.35,Biology Letters,Hybrid,Anthelmintic treatment alters the parasite community in a wild mouse host,,,CC BY,Author,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3730652,10.1098/rsbl.2013.0414,Royal Society,Royal Society,1744-9561,3.35,Biology Letters,Hybrid,Constraints on muscle performance provide a novel explanation for the scaling of posture in terrestrial animals,,,CC BY,Author,Yes,"£2,040.00",,,ROMEO,PMC,DOI,,OAG
,PMC3367814,10.1098/rsif.2011.0766,Royal Society,Royal Society,1742-5689,4.91,Journal of the Royal Society Interface,Hybrid,Computational modelling of the piglet brain to simulate near-infrared spectroscopy and magnetic resonance spectroscopy data collected during oxygen deprivation,,,CC BY,Publisher,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3565725,10.1098/rsif.2012.0588,Royal Society,Royal Society,1742-5689,4.91,Journal of the Royal Society Interface,Hybrid,Generating super-shedders: co-infection increases bacterial load and egg production of a gastrointestinal helminth.,,,CC BY,Author,Yes,"£1,260.00",,,ROMEO,PMC,DOI,,OAG
,PMC3565701,10.1098/rsif.2012.0826,Royal Society,Royal Society,1742-5689,4.91,Journal of the Royal Society Interface,Hybrid,A gene regulatory motif that generates oscillatory or multiway switch outputs,,,CC BY,Author,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3627078,10.1098/rsif.2012.1032,Royal Society,Royal Society,1742-5689,4.91,Journal of the Royal Society Interface,Hybrid,Function-valued traits in evolution,,,CC BY,Author,Yes,"£1,260.00",,,ROMEO,PMC,DOI,,OAG
,PMC3730697,10.1098/rsif.2013.0438,Royal Society,Royal Society,1064-8208,4.91,Journal of the Royal Society Interface,Hybrid,A rule-based kinetic model of RNA polymerase II C-terminal domain phosphorylation,,,CC BY,Author,Yes,"£1,260.00",,,ROMEO,PMC,DOI,,OAG
23782536,none,10.1098/rsif.2013.0453,Royal Society,Royal Society,1742-5689,4.91,Journal of the Royal Society Interface,Hybrid,"The structure of latherin, a surfactant allergen protein from horse sweat and saliva",,,CC BY,Author,Yes,"£2,057.78",,,ROMEO,PMC,DOI,,OAG
,PMC3730703,10.1098/rsif.2013.0487,Royal Society,Royal Society,1742-5689,4.91,Journal of the Royal Society Interface,Hybrid,Cell-type-specific modelling of intracellular calcium signalling: a urothelial cell model,,,CC BY,Author,Yes,"£1,260.00",,,ROMEO,PMC,DOI,,OAG
,PMC3259919,10.1098/rspb.2011.1246,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Non-linear time series approaches in characterising mood stability and mood instability in bipolar disorder,,,CC BY,Author,Yes,"£1,680.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3479731,10.1098/rspb.2012.1792,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,"Virulence, drug sensitivity and transmission success in the rodent malaria, Plasmodium chabaudi.",,,CC BY,Author,Yes,"£1,260.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3497093,10.1098/rspb.2012.1847,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Inferring subjective states through the observation of actions,,,CC BY,Author,Yes,"£1,680.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3574339,10.1098/rspb.2012.2129,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Linking the antigen archive structure to pathogen fitness in African trypanosomes,,,Publisher,© 2013 The Author(s) Published by the Royal Society. All rights reserved.,No,"£1,296.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3497249,10.1098/rspb.2012.2132,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Grey Matter Volume in Early Human Visual Cortex Predicts Proneness to the Sound induced Flash Illusion,,,CC BY,Author,Yes,"£1,680.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3574303,10.1098/rspb.2012.2339,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Direct evidence for encoding of motion streaks in human visual cortex,,,CC BY,Author,Yes,"£1,680.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3673050,10.1098/rspb.2013.0598,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Stability of within host parasite communities in a wild mammal system,,,CC BY,Author,Yes,"£1,050.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3673055,10.1098/rspb.2013.0696,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Integrating genealogical and dynamical modelling to infer escape and reversion rates in HIV epitopes,,,CC BY,Author,Yes,"£1,680.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3673056,10.1098/rspb.2013.0699,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Cooperation creates selection for tactical deception,,,CC BY,Author,Yes,"£1,400.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3712444,10.1098/rspb.2013.0965,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Suppressors of RNAi from plant viruses are subject to episodic positive selection,,,CC BY,Author,Yes,"£1,260.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3712420,10.1098/rspb.2013.0976,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Analysis of phenotypic evolution in Dictyostelia highlights developmental plasticity as a likely consequence of colonial multicellularity,,,CC BY,Author,Yes,"£1,680.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3735249,10.1098/rspb.2013.1104,Royal Society,Royal Society,0962-8452,5.68,Proceedings of the Royal Society B: Biological Sciences,Hybrid,Adaptive noise,,,CC BY,Author,Yes,"£1,260.00",Fiona Wright,,ROMEO,PMC,DOI,,OAG
,PMC3539357,10.1098/rstb.2011.0328,Royal Society,Royal Society,1471-2970,6.23,Philosophical Transactions B,Hybrid,DNA methylation dynamics during the mammalian life cycle,,,CC BY,Author,Yes,"£2,040.00",,,ROMEO,PMC,DOI,,OAG
,PMC3720043,10.1098/rstb.2012.0145,Royal Society,Royal Society,1471-2970,6.23,Philosophical Transactions B,Hybrid,A sticky situation : the unexpected stability of malaria elimination,,,CC-BY,Author,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3785964,10.1098/rstb.2012.0145,Royal Society,Royal Society,1471-2970,6.23,Philosophical Transactions B,Hybrid,"Cell and tissue polarity in the intestinal tract during tumourigenesis: cells still know the right way up, but tissue organization is lost.",,,CC BY,Author,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3679597,10.1098/rstb.2012.0250,Royal Society,Royal Society,1471-2970,6.23,Philosophical Transactions B,Hybrid,Global mapping of infectious disease,,,CC BY,Author,Yes,"£2,040.00",,,ROMEO,PMC,DOI,,OAG
,PMC3758187,10.1098/rstb.2012.0503,Royal Society,Royal Society,1471-2970,6.23,Philosophical Transactions B,Hybrid,"Identification of an Ancient Endogenous Retrovirus, Predating the Divergence of the Placental Mammals",,,CC BY,Author,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3730701,10.1098/_rsif.2013.0475,Royal Society,Royal Society,1742-5689,4.91,Journal of the Royal Society Interface,Hybrid,Life as we know it,,,CC BY,Author,Yes,"£1,680.00",,,ROMEO,PMC,DOI,,OAG
,PMC3492749,10.1099/mic.0.055459-0,Society for General Microbiology,Society for General Microbiology,1350-0872,2.85,Microbiology,Hybrid,Ribosomal multilocus sequence typing: universal characterisation of bacteria from domain to strain,,,Publisher,Copyright - 2012 SGM,Yes,"£1,750.00",Michelle Brook,COpyright - 2012 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709824,10.1099/mic.0.062067-0,Society for General Microbiology,Society for General Microbiology,1225-8873,2.85,Microbiology,Hybrid,Disruption of the serine/threonine protein kinase H affects phthiocerol dimycocerosates synthesis in Mycobacterium tuberculosis,,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3541766,10.1099/mic.0.062547-0,Society for General Microbiology,Society for General Microbiology,1350-0872,2.85,Microbiology,Hybrid,Substitutions in the Escherichia coli RNA polymerase inhibitor T7 Gp2 that allow inhibition of transcription when the primary interaction interface between Gp2 and RNA polymerase becomes compromised.,,,CC BY,Copyright - 2012 SGM,Yes,"£1,750.00",Michelle Brook,COpyright - 2012 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709561,10.1099/mic.0.064527-0,Society for General Microbiology,Society for General Microbiology,1350-0872,2.85,Microbiology,Hybrid,Overexpression of Escherichia coli udk mimics the absence of T7 Gp2 function and thereby abrogates successful infection by T7 phage,,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3836489,10.1099/mic.0.069922-0,Society for General Microbiology,Society for General Microbiology,1350-0872,2.85,Microbiology,Hybrid,A synthetic system for expression of components of a bacterial microcompartment.,,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3347798,10.1099/vir.0.033910-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,The natural history of early hepatitis C virus evolution; lessons from a global outbreak in human immunodeficiency virus-1-infected individuals,,,CC BY,Copyright © 2013 SGM,Yes,"£1,750.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3542733,10.1099/vir.0.042390-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,The small genome segment of Bunyamwera orthobunyavirus harbours a single transcription-termination signal,,,CC BY,Copyright © 2012 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2012 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709573,10.1099/vir.0.043943-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions,,,CC BY,Copyright © 2012 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2012 SGM,ROMEO,PMC,DOI,,OAG
,PMC3541790,10.1099/vir.0.045070-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,Vaccinia virus protein C4 inhibits NF-kB activation and promotes virus virulence,,,CC BY,Copyright © 2012 SGM,Yes,"£1,750.00",Michelle Brook,Copyright © 2012 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709586,10.1099/vir.0.049700-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,Deletion of immunomodulator C6 from vaccine virus strain western reserve enhances virus immunogenicity and vaccine efficacy,,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709688,10.1099/vir.0.049981-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,"Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe",,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709624,10.1099/vir.0.050526-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,Mutations in hemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility,,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3945219,10.1099/vir.0.050625-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years 1 (1997-2007) display frequent gene reassortment among strains co-circulating in humans,,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709587,10.1099/vir.0.050633-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,"The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release",,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3709636,10.1099/vir.0.051870-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,An essential RNA element resides in a central region of hepatitis E virus ORF2,,,CC BY,Copyright © 2013 SGM,Yes,"£2,100.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3749055,10.1099/vir.0.054114-0,Society for General Microbiology,Society for General Microbiology,0022-1317,3.13,Journal of General Virology,Hybrid,Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence,,,CC BY,Copyright © 2013 SGM,Yes,"£1,575.00",Michelle Brook,Copyright © 2013 SGM,ROMEO,PMC,DOI,,OAG
,PMC3418585,10.1101/gad.194829.112,Cold Spring Harbor Laboratory Press,The Genetics Society (British),0890-9369,12.44,Genes & Development,Hybrid,"Autoregulation of TDP-43 mRNA levels involves interplay between transcription, splicing and alternative polyA site selection",,,Publisher copyright,Publisher copyright,,"£1,501.44",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3489999,10.1101/gad.199307.112,Cold Spring Harbor Laboratory Press,The Genetics Society (British),0890-9369,12.44,Genes & Development,Hybrid,Brr2p-mediated conformational rearrangements in the spliceosome during activation and substrate repositioning,,,Publisher copyright,Publisher copyright,,"£1,267.34",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3460180,10.1101/gr.137976.112,Cold Spring Harbor Laboratory Press,,1088-9051,none,Genome Research,Hybrid,Copy number variation leads to considerable diversity for B but not A haplotypes of the human KIR genes encoding NK cell receptors,,,CC-BY-NC,Publisher copyright,,"£1,491.24",Stuart Lawson,Delayed open access (6 months),ROMEO,PMC,DOI,,OAG
,PMC3561869,10.1101/gr.142968.112,Cold Spring Harbor Laboratory Press,,1088-9051,none,Genome Research,Hybrid,"Differentially expressed, variant U1 snRNAs regulate gene expression in human cells",,,Publisher copyright,Publisher copyright,,"£1,548.77",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3533127,10.1101/lm.028266.112,Cold Spring Harbor Laboratory Press,,1072-0502,none,Learning and Memory,Hybrid,The medial dorsal thalamic nucleus and the medial prefrontal cortex of the rat function together to support associative recognition and recency but not item recognition,,,Publisher copyright,Publisher copyright,,"£1,519.71",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3687256,10.1101/lm.030296.113,Cold Spring Harbor Laboratory Press,,1072-0502,none,Learning and Memory,Hybrid,Schema-driven facilitation of new hierarchy learning in the transitive inference paradigm,,,CC-BY,Publisher copyright,,"£1,314.81",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3627410,10.1107/S0021889812051606,International Union of Crystallography,,0021-8898,3.34,Journal of Applied Crystallography,Hybrid,Liesegang-like patterns of Toll crystals grown in gel,,,,,,£758.53,,,ROMEO,PMC,DOI,,OAG
,PMC3087623,10.1107/S0907444911007888,International Union of Crystallography,,0907-4449,14.10,Acta Crystallographica D,Hybrid,Structure of HLA-A*0301 in complex with a peptide of proteolipid protein: insights into the role of HLA-A alleles in susceptibility to multiple sclerosis.,7,,CC-BY,,Yes,£750.16,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3447403,10.1107/S0907444912029599,International Union of Crystallography,,0907-4449,14.10,Acta Crystallographica D,Hybrid,"Crystallization, dehydration and experimental phasing of WbdD, a bifunctional kinase and methyltransferase from Escherichia coli O9a",2,,CC-BY,,Yes,£774.19,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3498934,10.1107/S0907444912040590,International Union of Crystallography,,0907-4449,14.10,Acta Crystallographica D,Hybrid,Nearest-cell: a fast and easy tool for locating crystal matches in the PDB.,2,,CC-BY,,Yes,£757.18,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3565438,10.1107/S0907444912045374,International Union of Crystallography,,0907-4449,14.10,Acta Crystallographica D,Hybrid,Intensity statistics in the presence of translational non-crystallographic symmetry,3,,CC-BY,,Yes,£773.74,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3727331,10.1107/S0907444913012274,International Union of Crystallography,,0907-4449,14.10,Acta Crystallographica D,Hybrid,Clustering procedures for the optimal selection of data sets from multiple crystals in macromolecular crystallography,2,,CC-BY,,Yes,£771.42,Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3083914,10.1107/S0909049511008235,International Union of Crystallography,,0909-0495,2.19,Journal of Synchrotron Radiation,Hybrid,Assessment of radiation damage behaviour in a large collection of empirically optimized datasets highlights the importance of unmeasured complicating effects.,,,,,,£746.90,,,ROMEO,PMC,DOI,,OAG
